source	arxiv_id	year	title	authors	venue	url	tags	matched_queries
arxiv	2605.08142v1	2026	Reasoning emerges from constrained inference manifolds in large language models	Yanbiao Ma; Fei Luo; Linfeng Zhang; Chuangxin Zhao; Mingxuan Wang; Yinan Wu; Zhe Qian; Yang Lu; Long Chen; Zhao Cao; Xiaoshuai Hao; Ji-Rong Wen; Jungong Han	arXiv	http://arxiv.org/abs/2605.08142v1	benchmark_sudden; mechanism; reasoning; definition_theory	all:"reasoning" AND all:"emergence" AND all:"language model" || all:"compression" AND all:"emergence" AND all:"language models" || all:"reasoning emerges" AND all:"language model" || all:"reasoning emergence" AND all:"language model"
arxiv	2605.15208v1	2026	Quantization Undoes Alignment: Bias Emergence in Compressed LLMs Across Models and Precision Levels	Plawan Kumar Rath; Rahul Maliakkal	arXiv	http://arxiv.org/abs/2605.15208v1	benchmark_sudden; phase_scaling; safety_alignment; definition_theory	all:"compression" AND all:"emergence" AND all:"language models"
arxiv	2605.00063v1	2026	A Survey of Reasoning-Intensive Retrieval: Progress and Challenges	Yiyang Wei; Tingyu Song; Siyue Zhang; Yilun Zhao	arXiv	http://arxiv.org/abs/2605.00063v1	benchmark_sudden; mechanism; reasoning; definition_theory	all:"emergent reasoning" AND all:"language model"
arxiv	2604.26152v1	2026	AI Observability for Large Language Model Systems: A Multi-Layer Analysis of Monitoring Approaches from Confidence Calibration to Infrastructure Tracing	Twinkll Sisodia	arXiv	http://arxiv.org/abs/2604.26152v1	benchmark_sudden; mechanism; reasoning; phase_scaling	all:"chain of thought" AND all:"emergent"
arxiv	2604.25858v2	2026	Investigation into In-Context Learning Capabilities of Transformers	Rushil Chandrupatla; Leo Bangayan; Sebastian Leng	arXiv	http://arxiv.org/abs/2604.25858v2	mechanism; icl; phase_scaling; definition_theory	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.23818v1	2026	On the Generalization Properties of Selective State-Space Models for Filtering Tasks for Unknown Systems	Alex Tang; M. Emrullah Ildiz; Batin Kurt; Samet Oymak; Necmiye Ozay	arXiv	http://arxiv.org/abs/2604.23818v1	icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.23460v1	2026	Ulterior Motives: Detecting Misaligned Reasoning in Continuous Thought Models	Sharan Ramjee	arXiv	http://arxiv.org/abs/2604.23460v1	benchmark_sudden; mechanism; reasoning; phase_scaling; safety_alignment	all:"chain of thought" AND all:"emergent"
arxiv	2604.23425v1	2026	When the Agent Is the Adversary: Architectural Requirements for Agentic AI Containment After the April 2026 Frontier Model Escape	Richard Joseph Mitchell	arXiv	http://arxiv.org/abs/2604.23425v1	mechanism; safety_alignment; definition_theory	all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2604.23270v1	2026	CAP-CoT: Cycle Adversarial Prompt for Improving Chain of Thoughts in LLM Reasoning	Shuxu Chen; Yitian Zhou; Jiaquan Zhang; Haoyu Bian; Aming Wu; Sungyoung Lee; Chaoning Zhang; Hyundong Shin	arXiv	http://arxiv.org/abs/2604.23270v1	benchmark_sudden; reasoning; safety_alignment	all:"chain of thought" AND all:"emergent"
arxiv	2604.22709v2	2026	Thinking Without Words: Efficient Latent Reasoning with Abstract Chain-of-Thought	Keshav Ramji; Tahira Naseem; Ramón Fernandez Astudillo	arXiv	http://arxiv.org/abs/2604.22709v2	mechanism; reasoning; definition_theory	all:"chain of thought" AND all:"emergent"
arxiv	2604.22280v2	2026	Beyond Chain-of-Thought: Rewrite as a Universal Interface for Generative Multimodal Embeddings	Peixi Wu; Ke Mei; Feipeng Ma; Bosong Chai; Zhibin Lan; Chenxi Zhao; Shannan Yan; Jie Chen; Zhangchi Hu; Yansong Peng; Bo Lin; Junjie Zhou; Dacheng Yin; Tianyi Wang; Fengyun Rao; Jing Lyu; Hebei Li; Xiaoyan Sun	arXiv	http://arxiv.org/abs/2604.22280v2	reasoning; safety_alignment	all:"chain of thought" AND all:"emergent"
arxiv	2604.22076v1	2026	PrivUn: Unveiling Latent Ripple Effects and Shallow Forgetting in Privacy Unlearning	Xiaoyi Chen; Haoyuan Wang; Siyuan Tang; Sijia Liu; Liya Su; XiaoFeng Wang; Haixu Tang	arXiv	http://arxiv.org/abs/2604.22076v1	mechanism; icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.22034v1	2026	LTBs-KAN: Linear-Time B-splines Kolmogorov-Arnold Networks	Eduardo Said Merin-Martinez; Andres Mendez-Vazquez; Eduardo Rodriguez-Tello	arXiv	http://arxiv.org/abs/2604.22034v1	reasoning	all:"novel bases" AND all:"neural networks"
arxiv	2604.21593v2	2026	Language as a Latent Variable for Reasoning Optimization	Linjuan Wu; Haoran Wei; Jialong Tang; Shuang Luo; Baosong Yang; Yongliang Shen; Weiming Lu	arXiv	http://arxiv.org/abs/2604.21593v2	benchmark_sudden; mechanism; reasoning; safety_alignment	all:"chain of thought" AND all:"emergent"
arxiv	2604.20511v1	2026	CHASM: Unveiling Covert Advertisements on Chinese Social Media	Jingyi Zheng; Tianyi Hu; Yule Liu; Zhen Sun; Zongmin Zhang; Zifan Peng; Wenhan Dong; Xinlei He	arXiv	http://arxiv.org/abs/2604.20511v1	benchmark_sudden; icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.20348v2	2026	Bimanual Robot Manipulation via Multi-Agent In-Context Learning	Alessio Palma; Indro Spinelli; Vignesh Prasad; Luca Scofano; Yufeng Jin; Georgia Chalvatzaki; Fabio Galasso	arXiv	http://arxiv.org/abs/2604.20348v2	benchmark_sudden; reasoning; icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.19488v1	2026	CoDA: Towards Effective Cross-domain Knowledge Transfer via CoT-guided Domain Adaptation	Jianzhi Yan; Le Liu; Buzhou Tang; Yang Xiang; Dongning Sun; Zhiming Li	arXiv	http://arxiv.org/abs/2604.19488v1	mechanism; reasoning; icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.18187v1	2026	Audio-DeepThinker: Progressive Reasoning-Aware Reinforcement Learning for High-Quality Chain-of-Thought Emergence in Audio Language Models	Xiang He; Chenxing Li; Jinting Wang; Yan Rong; Tianxin Xie; Wenfu Wang; Li Liu; Dong Yu	arXiv	http://arxiv.org/abs/2604.18187v1	mechanism; reasoning; safety_alignment; definition_theory	all:"reasoning" AND all:"emergence" AND all:"language model" || all:"reasoning emerges" AND all:"language model" || all:"reasoning emergence" AND all:"language model" || all:"chain-of-thought emergence" || all:"chain of thought" AND all:"emergent"
arxiv	2604.17957v1	2026	Process Reward Models Meet Planning: Generating Precise and Scalable Datasets for Step-Level Rewards	Raffaele Pisano; Roberto Navigli	arXiv	http://arxiv.org/abs/2604.17957v1	benchmark_sudden; reasoning	all:"chain of thought" AND all:"emergent"
arxiv	2606.05183v1	2026	The Granularity Gap: A Multi-Dimensional Longitudinal Audit of Sycophancy in Gemini Models	Patrick Keough	arXiv	http://arxiv.org/abs/2606.05183v1	benchmark_sudden; reasoning; phase_scaling; safety_alignment; definition_theory	all:"chain of thought" AND all:"emergent"
arxiv	2604.17139v1	2026	The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration	Jiayuan Liu; Shiyi Du; Weihua Du; Mingyu Guo; Vincent Conitzer	arXiv	http://arxiv.org/abs/2604.17139v1	benchmark_sudden; reasoning; phase_scaling	all:"dynamical systems" AND all:"language models" AND all:"in-context"
arxiv	2604.19816v1	2026	Emergence Transformer: Dynamical Temporal Attention Matters	Zihan Zhou; Bo-Wei Qin; Kai Du; Wei Lin	arXiv	http://arxiv.org/abs/2604.19816v1	mechanism; definition_theory	all:"attention" AND all:"emergence" AND all:"language model"
arxiv	2604.16123v2	2026	Tabular foundation models for in-context prediction of molecular properties	Karim K. Ben Hicham; Jan G. Rittig; Martin Grohe; Alexander Mitsos	arXiv	http://arxiv.org/abs/2604.16123v2	benchmark_sudden; mechanism; icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.15847v1	2026	CiPO: Counterfactual Unlearning for Large Reasoning Models through Iterative Preference Optimization	Junyi Li; Yongqiang Chen; Ningning Ding	arXiv	http://arxiv.org/abs/2604.15847v1	benchmark_sudden; mechanism; reasoning; phase_scaling; definition_theory	all:"large reasoning models" AND all:"emergent" || all:"chain of thought" AND all:"emergent"
arxiv	2604.15149v1	2026	LLMs Gaming Verifiers: RLVR can Lead to Reward Hacking	Lukas Helff; Quentin Delfosse; David Steinmann; Ruben Härle; Hikaru Shindo; Patrick Schramowski; Wolfgang Stammer; Kristian Kersting; Felix Friedrich	arXiv	http://arxiv.org/abs/2604.15149v1	reasoning	all:"RLVR" AND all:"emergence"
arxiv	2604.12955v3	2026	Text2Model: Modeling Copilots for Text-to-Model Translation	Serdar Kadioglu; Karthik Uppuluri; Akash Singirikonda	arXiv	http://arxiv.org/abs/2604.12955v3	mechanism; world_model; reasoning	all:"chain of thought" AND all:"emergent"
arxiv	2604.12434v1	2026	A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning	Abdessamed Qchohi; Simone Rossi	arXiv	http://arxiv.org/abs/2604.12434v1	mechanism; reasoning; icl; phase_scaling	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.12214v1	2026	Structural Anchors and Reasoning Fragility:Understanding CoT Robustness in LLM4Code	Yang Liu; Da Song; Armstrong Foundjem; Heng Li; Foutse Khomh	arXiv	http://arxiv.org/abs/2604.12214v1	benchmark_sudden; reasoning; phase_scaling	all:"chain of thought" AND all:"emergent"
arxiv	2604.12167v1	2026	EMBER: Autonomous Cognitive Behaviour from Learned Spiking Neural Network Dynamics in a Hybrid LLM Architecture	William Savage	arXiv	http://arxiv.org/abs/2604.12167v1	reasoning; definition_theory	all:"emergent reasoning" AND all:"language model"
arxiv	2604.11446v1	2026	Low-rank Optimization Trajectories Modeling for LLM RLVR Acceleration	Zhipeng Chen; Tao Qian; Wayne Xin Zhao; Ji-Rong Wen	arXiv	http://arxiv.org/abs/2604.11446v1	mechanism; reasoning	all:"RLVR" AND all:"emergence"
arxiv	2604.11129v1	2026	DeCoVec: Building Decoding Space based Task Vector for Large Language Models via In-Context Learning	Feiyang Li; Yile Wang	arXiv	http://arxiv.org/abs/2604.11129v1	mechanism; reasoning; icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.10504v1	2026	CARO: Chain-of-Analogy Reasoning Optimization for Robust Content Moderation	Bingzhe Wu; Haotian Lu; Yuchen Mou	arXiv	http://arxiv.org/abs/2604.10504v1	benchmark_sudden; reasoning; icl	all:"analogical reasoning" AND all:"large language models"
arxiv	2604.10500v5	2026	Visual Enhanced Depth Scaling for Multimodal Latent Reasoning	Yudong Han; Yong Wang; Zaiquan Yang; Zhen Qu; Liyuan Pan; Xiangxiang Chu	arXiv	http://arxiv.org/abs/2604.10500v5	benchmark_sudden; mechanism; reasoning; phase_scaling; safety_alignment	all:"chain of thought" AND all:"emergent"
arxiv	2604.09748v1	2026	Backdoors in RLVR: Jailbreak Backdoors in LLMs From Verifiable Reward	Weiyang Guo; Zesheng Shi; Zeen Zhu; Yuan Zhou; Min Zhang; Jing Li	arXiv	http://arxiv.org/abs/2604.09748v1	benchmark_sudden; mechanism; reasoning; phase_scaling; safety_alignment	all:"RLVR" AND all:"emergence"
arxiv	2605.28828v1	2026	Micro-Macro Retrieval: Reducing Long-Form Hallucination in Large Language Models	Yujie Feng; Jian Li; Zhihan Zhou; Pengfei Xu; Yujia Zhang; Xiaoyu Li; Xiaohui Zhou; Alan Zhao; Xi Chen; Xiao-Ming Wu	arXiv	http://arxiv.org/abs/2605.28828v1	benchmark_sudden; mechanism; reasoning; phase_scaling; definition_theory	all:"coarse-graining" AND all:"language models"
arxiv	2604.08510v1	2026	What do Language Models Learn and When? The Implicit Curriculum Hypothesis	Emmy Liu; Kaiser Sun; Millicent Li; Isabelle Lee; Lindia Tjuatja; Jen-tse Huang; Graham Neubig	arXiv	http://arxiv.org/abs/2604.08510v1	benchmark_sudden; mechanism; reasoning; icl; phase_scaling; definition_theory	all:"function vectors" AND all:"language models"
arxiv	2604.08491v2	2026	Figures as Interfaces: Toward LLM-Native Artifacts for Scientific Discovery	Yifang Wang; Rui Sheng; Erzhuo Shao; Yifan Qian; Haotian Li; Nan Cao; Dashun Wang	arXiv	http://arxiv.org/abs/2604.08491v2	reasoning; definition_theory	all:"emergent abilities" AND all:"large language models" || all:"emergent ability" AND all:"large language models" || all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2604.08465v1	2026	From Safety Risk to Design Principle: Peer-Preservation in Multi-Agent LLM Systems and Its Implications for Orchestrated Democratic Discourse Analysis	Juergen Dietrich	arXiv	http://arxiv.org/abs/2604.08465v1	mechanism; safety_alignment; definition_theory	all:"emergent alignment" AND all:"language models"
arxiv	2604.08425v1	2026	Learning Who Disagrees: Demographic Importance Weighting for Modeling Annotator Distributions with DiADEM	Samay U. Shetty; Tharindu Cyril Weerasooriya; Deepak Pandita; Christopher M. Homan	arXiv	http://arxiv.org/abs/2604.08425v1	benchmark_sudden; mechanism; reasoning; safety_alignment	all:"chain of thought" AND all:"emergent"
arxiv	2604.07960v2	2026	TOOLCAD: Exploring Tool-Using Large Language Models in Text-to-CAD Generation with Reinforcement Learning	Yifei Gong; Xing Wu; Wenda Liu; Kang Tu	arXiv	http://arxiv.org/abs/2604.07960v2	reasoning; definition_theory	all:"chain of thought" AND all:"emergent"
arxiv	2604.08608v2	2026	Semantic Intent Fragmentation: A Single-Shot Compositional Attack on Multi-Agent AI Pipelines	Tanzim Ahad; Ismail Hossain; Md Jahangir Alam; Sai Puppala; Yoonpyo Lee; Syed Bahauddin Alam; Sajedul Talukder	arXiv	http://arxiv.org/abs/2604.08608v2	mechanism; reasoning; safety_alignment	all:"chain of thought" AND all:"emergent"
arxiv	2604.07070v2	2026	EVGeoQA: Benchmarking LLMs on Dynamic, Multi-Objective Geo-Spatial Exploration	Jianfei Wu; Zhichun Wang; Zhensheng Wang; Zhiyu He	arXiv	http://arxiv.org/abs/2604.07070v2	benchmark_sudden; reasoning; definition_theory	all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2604.06374v1	2026	The Illusion of Superposition? A Principled Analysis of Latent Thinking in Language Models	Michael Rizvi-Martel; Guillaume Rabusseau; Marius Mosbach	arXiv	http://arxiv.org/abs/2604.06374v1	mechanism; reasoning; safety_alignment	all:"chain of thought" AND all:"emergent"
arxiv	2604.06356v1	2026	In-Context Learning in Speech Language Models: Analyzing the Role of Acoustic Features, Linguistic Structure, and Induction Heads	Charlotte Pouw; Hosein Mohebbi; Afra Alishahi; Willem Zuidema	arXiv	http://arxiv.org/abs/2604.06356v1	mechanism; icl	all:"induction heads" AND all:"in-context learning"
arxiv	2604.05497v1	2026	Thinking Diffusion: Penalize and Guide Visual-Grounded Reasoning in Diffusion Multimodal Language Models	Keuntae Kim; Mingyu Kang; Yong Suk Choi	arXiv	http://arxiv.org/abs/2604.05497v1	reasoning; phase_scaling; safety_alignment	all:"chain of thought" AND all:"emergent"
arxiv	2604.16430v1	2026	HalluSAE: Detecting Hallucinations in Large Language Models via Sparse Auto-Encoders	Boshui Chen; Zhaoxin Fan; Ke Wang; Zhiying Leng; Faguo Wu; Hongwei Zheng; Yifan Sun; Wenjun Wu	arXiv	http://arxiv.org/abs/2604.16430v1	mechanism; phase_scaling	all:"critical" AND all:"language model" AND all:"phase transition"
arxiv	2604.04450v1	2026	Conversational Control with Ontologies for Large Language Models: A Lightweight Framework for Constrained Generation	Barbara Gendron; Gaël Guibon; Mathieu d'Aquin	arXiv	http://arxiv.org/abs/2604.04450v1	safety_alignment	all:"emergence" AND all:"large language models"
arxiv	2604.04255v1	2026	Towards Unveiling Vulnerabilities of Large Reasoning Models in Machine Unlearning	Aobo Chen; Chenxu Zhao; Chenglin Miao; Mengdi Huai	arXiv	http://arxiv.org/abs/2604.04255v1	reasoning; safety_alignment	all:"large reasoning models" AND all:"emergent"
arxiv	2604.03571v1	2026	Selective Forgetting for Large Reasoning Models	Tuan Le; Wei Qian; Mengdi Huai	arXiv	http://arxiv.org/abs/2604.03571v1	reasoning	all:"large reasoning models" AND all:"emergent" || all:"chain of thought" AND all:"emergent"
arxiv	2604.03174v1	2026	Beyond the Parameters: A Technical Survey of Contextual Enrichment in Large Language Models: From In-Context Prompting to Causal Retrieval-Augmented Generation	Prakhar Bansal; Shivangi Agarwal	arXiv	http://arxiv.org/abs/2604.03174v1	mechanism; reasoning; icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2605.12518v1	2026	TimelineReasoner: Advancing Timeline Summarization with Large Reasoning Models	Liancheng Zhang; Xiaoxi Li; Zhicheng Dou	arXiv	http://arxiv.org/abs/2605.12518v1	mechanism; reasoning; definition_theory	all:"large reasoning models" AND all:"emergent"
arxiv	2604.02322v1	2026	Batched Contextual Reinforcement: A Task-Scaling Law for Efficient Reasoning	Bangji Yang; Hongbo Ma; Jiajun Fan; Ge Liu	arXiv	http://arxiv.org/abs/2604.02322v1	benchmark_sudden; mechanism; reasoning; phase_scaling; definition_theory	all:"chain of thought" AND all:"emergent"
arxiv	2604.02113v1	2026	Reliable Control-Point Selection for Steering Reasoning in Large Language Models	Haomin Zhuang; Hojun Yoo; Xiaonan Luo; Kehan Guo; Xiangliang Zhang	arXiv	http://arxiv.org/abs/2604.02113v1	mechanism; reasoning; phase_scaling	all:"chain of thought" AND all:"emergent"
arxiv	2604.01764v1	2026	Hidden Meanings in Plain Sight: RebusBench for Evaluating Cognitive Visual Reasoning	Seyed Amir Kasaei; Arash Marioriyad; Mahbod Khaleti; MohammadAmin Fazli; Mahdieh Soleymani Baghshah; Mohammad Hossein Rohban	arXiv	http://arxiv.org/abs/2604.01764v1	benchmark_sudden; reasoning; icl; phase_scaling	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.01601v1	2026	Training In-Context and In-Weights Mixtures Via Contrastive Context Sampling	Deeptanshu Malu; Deevyanshu Malu; Aditya Nemiwal; Sunita Sarawagi	arXiv	http://arxiv.org/abs/2604.01601v1	mechanism; icl; definition_theory	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2604.01094v1	2026	Temporal Dependencies in In-Context Learning: The Role of Induction Heads	Anooshka Bajaj; Deven Mahesh Mistry; Sahaj Singh Maini; Yash Aggarwal; Billy Dickson; Zoran Tiganj	arXiv	http://arxiv.org/abs/2604.01094v1	mechanism; icl; safety_alignment	all:"induction heads" AND all:"in-context learning"
arxiv	2604.00947v1	2026	Phase transition on a context-sensitive random language model with short range interactions	Yuma Toji; Jun Takahashi; Vwani Roychowdhury; Hideyuki Miyahara	arXiv	http://arxiv.org/abs/2604.00947v1	phase_scaling	all:"phase transition" AND all:"language model"
arxiv	2604.00228v1	2026	Do Language Models Know When They'll Refuse? Probing Introspective Awareness of Safety Boundaries	Tanay Gondil	arXiv	http://arxiv.org/abs/2604.00228v1	phase_scaling; safety_alignment	all:"introspective awareness" AND all:"language models"
arxiv	2603.29805v2	2026	From Density Matrices to Phase Transitions in Deep Learning: Spectral Early Warnings and Interpretability	Max Hennick; Guillaume Corlouer	arXiv	http://arxiv.org/abs/2603.29805v2	mechanism; icl; phase_scaling; safety_alignment; definition_theory	all:"induction heads" AND all:"emergence"
arxiv	2603.29090v1	2026	HCLSM: Hierarchical Causal Latent State Machines for Object-Centric World Modeling	Jaber Jaber; Osama Jaber	arXiv	http://arxiv.org/abs/2603.29090v1	benchmark_sudden; mechanism; world_model; phase_scaling	all:"world model" AND all:"transformer" AND all:"emergent"
arxiv	2603.28038v1	2026	Beyond the Answer: Decoding the Behavior of LLMs as Scientific Reasoners	Rohan Pandey; Eric Ye; Michael Li	arXiv	http://arxiv.org/abs/2603.28038v1	reasoning; phase_scaling; safety_alignment; definition_theory	all:"emergent reasoning" AND all:"language model"
arxiv	2603.27958v1	2026	CARV: A Diagnostic Benchmark for Compositional Analogical Reasoning in Multimodal LLMs	Yongkang Du; Xiaohan Zou; Minhao Cheng; Lu Lin	arXiv	http://arxiv.org/abs/2603.27958v1	benchmark_sudden; reasoning; phase_scaling	all:"analogical reasoning" AND all:"large language models"
arxiv	2603.26177v1	2026	Can AI Scientist Agents Learn from Lab-in-the-Loop Feedback? Evidence from Iterative Perturbation Discovery	Gilles Wainrib; Barbara Bodinier; Haitem Dakhli; Josep Monserrat; Almudena Espin Perez; Sabrina Carpentier; Roberta Codato; John Klein	arXiv	http://arxiv.org/abs/2603.26177v1	benchmark_sudden; icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2603.26127v1	2026	Finding Distributed Object-Centric Properties in Self-Supervised Transformers	Samyak Rawlekar; Amitabh Swain; Yujun Cai; Yiwei Wang; Ming-Hsuan Yang; Narendra Ahuja	arXiv	http://arxiv.org/abs/2603.26127v1	benchmark_sudden; mechanism; definition_theory	all:"emergent abilities" AND all:"large language models" || all:"emergent ability" AND all:"large language models"
arxiv	2603.25944v1	2026	Can Small Models Reason About Legal Documents? A Comparative Study	Snehit Vaddi	arXiv	http://arxiv.org/abs/2603.25944v1	benchmark_sudden; reasoning; icl	all:"chain of thought" AND all:"emergent"
arxiv	2603.24422v2	2026	OneSearch-V2: The Latent Reasoning Enhanced Self-distillation Generative Search Framework	Ben Chen; Siyuan Wang; Yufei Ma; Zihan Liang; Xuxin Zhang; Yue Lv; Ying Yang; Huangyu Dai; Lingtao Mao; Tong Zhao; Zhipeng Qian; Xinyu Sun; Zhixin Zhai; Yang Zhao; Bochao Liu; Jingshan Lv; Xiao Liang; Hui Kong; Jing Chen; Han Li; Chenyi Lei; Wenwu Ou; Kun Gai	arXiv	http://arxiv.org/abs/2603.24422v2	mechanism; reasoning; icl; phase_scaling; safety_alignment	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2603.21705v1	2026	Data-Free Layer-Adaptive Merging via Fisher Information for Long-to-Short Reasoning LLMs	Tian Xia	arXiv	http://arxiv.org/abs/2603.21705v1	benchmark_sudden; reasoning	all:"chain of thought" AND all:"emergent"
arxiv	2603.21475v1	2026	Unified-MAS: Universally Generating Domain-Specific Nodes for Empowering Automatic Multi-Agent Systems	Hehai Lin; Yu Yan; Zixuan Wang; Bo Xu; Sudong Wang; Weiquan Huang; Ruochen Zhao; Minzhi Li; Chengwei Qin	arXiv	http://arxiv.org/abs/2603.21475v1	reasoning	all:"chain of thought" AND all:"emergent"
arxiv	2603.21272v1	2026	The Library Theorem: How External Organization Governs Agentic Reasoning Capacity	Zachary F. Mainen	arXiv	http://arxiv.org/abs/2603.21272v1	benchmark_sudden; reasoning; phase_scaling	all:"chain of thought" AND all:"emergent"
arxiv	2603.21251v1	2026	WirelessBench: A Tolerance-Aware LLM Agent Benchmark for Wireless Network Intelligence	Jingwen Tong; Fang Liu; Linkai Xv; Shiliang Lu; Kangqi Li; Yiqian Zhang; Yijie Song; Zeyang Xue; Jun Zhang	arXiv	http://arxiv.org/abs/2603.21251v1	benchmark_sudden; reasoning	all:"chain of thought" AND all:"emergent"
arxiv	2603.20969v1	2026	Understanding Contextual Recall in Transformers: How Finetuning Enables In-Context Reasoning over Pretraining Knowledge	Bhavya Vasudeva; Puneesh Deora; Alberto Bietti; Vatsal Sharan; Christos Thrampoulidis	arXiv	http://arxiv.org/abs/2603.20969v1	mechanism; reasoning; icl; definition_theory	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2603.19559v1	2026	Optimal Scalar Quantization for Matrix Multiplication: Closed-Form Density and Phase Transition	Calvin Ang; Sungyoon Kim; Mert Pilanci	arXiv	http://arxiv.org/abs/2603.19559v1	mechanism; reasoning; phase_scaling	all:"phase transition" AND all:"language model"
arxiv	2603.18729v1	2026	Analysis Of Linguistic Stereotypes in Single and Multi-Agent Generative AI Architectures	Martina Ullasci; Marco Rondina; Riccardo Coppola; Flavio Giobergia; Riccardo Bellanca; Gabriele Mancari Pasi; Luca Prato; Federico Spinoso; Silvia Tagliente	arXiv	http://arxiv.org/abs/2603.18729v1	reasoning; safety_alignment	all:"chain of thought" AND all:"emergent"
arxiv	2603.16495v1	2026	ExpressMind: A Multimodal Pretrained Large Language Model for Expressway Operation	Zihe Wang; Yihuan Wang; Haiyang Yu. Zhiyong Cui; Xiaojian Liao; Chengcheng Wang; Yonglin Tian; Yongxin Tong	arXiv	http://arxiv.org/abs/2603.16495v1	benchmark_sudden; mechanism; reasoning; safety_alignment	all:"emergent reasoning" AND all:"language model" || all:"chain of thought" AND all:"emergent"
arxiv	2603.16440v1	2026	Capability-Guided Compression: Toward Interpretability-Aware Budget Allocation for Large Language Models	Rishaank Gupta	arXiv	http://arxiv.org/abs/2603.16440v1	mechanism; reasoning; phase_scaling; definition_theory	all:"phase transition" AND all:"language model"
arxiv	2603.16143v1	2026	Structure-Aware Multimodal LLM Framework for Trustworthy Near-Field Beam Prediction	Mengyuan Li; Qianfan Lu; Jiachen Tian; Hongjun Hu; Yu Han; Xiao Li; Chao-kai Wen; Shi Jin	arXiv	http://arxiv.org/abs/2603.16143v1	reasoning; phase_scaling; safety_alignment; definition_theory	all:"emergent reasoning" AND all:"language model"
arxiv	2603.15452v1	2026	Unlocking the Value of Text: Event-Driven Reasoning and Multi-Level Alignment for Time Series Forecasting	Siyuan Wang; Peng Chen; Yihang Wang; Wanghui Qiu; Chenjuan Guo; Bin Yang; Yang Shu	arXiv	http://arxiv.org/abs/2603.15452v1	mechanism; reasoning; icl; safety_alignment	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2603.14219v1	2026	Safety-Potential Pruning for Enhancing Safety Prompts Against VLM Jailbreaking Without Retraining	Chongxin Li; Hanzhang Wang; Lian Duan	arXiv	http://arxiv.org/abs/2603.14219v1	benchmark_sudden; mechanism; safety_alignment; definition_theory	all:"emergent alignment" AND all:"language models"
arxiv	2603.14171v1	2026	TACTIC for Navigating the Unknown: Tabular Anomaly deteCTion via In-Context inference	Patryk Marszałek; Tomasz Kuśmierczyk; Marek Śmieja	arXiv	http://arxiv.org/abs/2603.14171v1	benchmark_sudden; reasoning; icl; phase_scaling	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2603.14087v1	2026	Understanding the Emergence of Seemingly Useless Features in Next-Token Predictors	Mark Rofin; Jalal Naghiyev; Michael Hahn	arXiv	http://arxiv.org/abs/2603.14087v1	world_model; reasoning; definition_theory	all:"world model" AND all:"transformer" AND all:"emergent"
arxiv	2603.13893v1	2026	UVLM: A Universal Vision-Language Model Loader for Reproducible Multimodal Benchmarking	Joan Perez; Giovanni Fusco	arXiv	http://arxiv.org/abs/2603.13893v1	benchmark_sudden; mechanism; reasoning	all:"chain of thought" AND all:"emergent"
arxiv	2603.16928v1	2026	Noticing the Watcher: LLM Agents Can Infer CoT Monitoring from Blocking Feedback	Thomas Jiralerspong; Flemming Kondrup; Yoshua Bengio	arXiv	http://arxiv.org/abs/2603.16928v1	reasoning; phase_scaling; definition_theory	all:"chain of thought" AND all:"emergent"
