index	year	title	authors	source	venue	url	paper_relevance	goal_v2_role_in_audit	goal_v2_support_level	goal_v2_route_labels	core_0_source_validity	core_1_claim_match	core_2_behavioral_or_organizational_effect	core_3_method_and_robustness	core_4_internal_mechanism_coarse_graining	core_5_reduced_predictive_description	core_6_alternative_controls	goal_v2_core_minimum_candidate	goal_v2_emergent_intelligence_candidate	triage_decision	final_verdict	gate_5_reason	gate_6_reason	summary
613	2025	Multimodal Function Vectors for Visual Relations	Shuhao Fu; Esther Goldberg; Ying Nian Wu; Hongjing Lu	arxiv	arXiv	http://arxiv.org/abs/2510.02528v2	target_core_llm_or_sequence_model	provisional paper-defined emergence candidate	PROVISIONAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PASS	PASS	PARTIAL	PARTIAL	PASS	PASS	PARTIAL	True	False	ACCEPT_HIGH_PRIORITY_FOR_DEEP_REVIEW	PROVISIONALLY SUPPORTED	Metadata points to internal representations/mechanisms plus causal, intervention, circuit, vector, or world-model evidence, so it is a strong emergence candidate pending full-paper verification.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Large Multimodal Models (LMMs) demonstrate impressive in-context learning abilities from few multimodal demonstrations, yet the internal mechanisms supporting such task learning remain opaque. Building on prior work of Large Language Models, we show that a small subset of attention heads in Large Multimodal Models is responsible for transmitting representations of visual relations. The activations of these attention heads, termed function vectors, can be extracted and manipulated to alter an LMM's performance on relational tasks. First, using synthetic and real image datasets, we apply causal mediation analysis to identify attention heads that strongly influence relational predictions, and extract multimodal function vectors that improve zero-shot accuracy at inference time. We further demonstrate that these multimodal function vectors can be fine-tuned with a modest amount of training data, while keeping LMM parameters frozen, to significantly outperform in-context learning baselines. Finally, we show that relation-specific function vectors can be linearly combined to solve analogy problems involving novel and untrained visual relations, highlighting the strong generalization ability of this approach. Through experiments on two LMMs, including OpenFlamingo and Qwen3-VL, our results show that these models encode visual relational knowledge within localized internal structures, which can be systematically extracted and optimized, thereby advancing our understanding of model modularity and enhancing control over relational reasoning in LMMs.
615	2025	Neuronal Group Communication for Efficient Neural representation	Zhengqi Pei; Qingming Huang; Shuhui Wang	arxiv	arXiv	http://arxiv.org/abs/2510.16851v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	The ever-increasing scale of modern neural networks has brought unprecedented performance alongside daunting challenges in efficiency and interpretability. This paper addresses the core question of how to build large neural systems that learn efficient, modular, and interpretable representations. We propose Neuronal Group Communication (NGC), a theory-driven framework that reimagines a neural network as a dynamical system of interacting neuronal groups rather than a monolithic collection of neural weights. Instead of treating each weight as an independent trainable parameter, NGC treats weights as transient interactions between embedding-like neuronal states, with neural computation unfolding through iterative communication among groups of neurons. This low-rank, modular representation yields compact models: groups of neurons exchange low-dimensional signals, enabling intra-group specialization and inter-group information sharing while dramatically reducing redundant parameters. By drawing on dynamical systems theory, we introduce a neuronal stability metric (analogous to Lyapunov stability) that quantifies the contraction of neuron activations toward stable patterns during sequence processing. Using this metric, we reveal that emergent reasoning capabilities correspond to an external driving force or ``potential'', which nudges the neural dynamics away from trivial trajectories while preserving stability. Empirically, we instantiate NGC in large language models (LLMs) and demonstrate improved performance on complex reasoning benchmarks under moderate compression. NGC consistently outperforms standard low-rank approximations and cross-layer basis-sharing methods at comparable compression rates. We conclude by discussing the broader implications of NGC, including how structured neuronal group dynamics might relate to generalization in high-dimensional learning systems.
617	2025	Next-token pretraining implies in-context learning	Paul M. Riechers; Henry R. Bigelow; Eric A. Alt; Adam Shai	arxiv	arXiv	http://arxiv.org/abs/2505.18373v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	We argue that in-context learning (ICL) predictably arises from standard self-supervised next-token pretraining, rather than being an exotic emergent property. This work establishes the foundational principles of this emergence by focusing on in-distribution ICL, demonstrating how models necessarily adapt to context when trained on token sequences, especially from non-ergodic sources. Our information-theoretic framework precisely predicts these in-distribution ICL dynamics (i.e., context-dependent loss reduction). We verify this with experiments using synthetic datasets of differing types of correlational structure, reproducing characteristic phenomena like phase transitions in training loss for induction head formation and power-law scaling of in-context loss. We further show that a model's in-context performance on any task is mathematically coupled to the ensemble of tasks seen in pretraining, offering a fundamental explanation, grounded in architecture- and modality-independent principles, for such inference-time learning.
621	2025	OmniZip: Audio-Guided Dynamic Token Compression for Fast Omnimodal Large Language Models	Keda Tao; Kele Shao; Bohan Yu; Weiqiang Wang; Jian liu; Huan Wang	arxiv	arXiv	http://arxiv.org/abs/2511.14582v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS	PASS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	Omnimodal large language models (OmniLLMs) have attracted increasing research attention of late towards unified audio-video understanding. However, the high computational cost of processing longer joint audio-video token sequences has become a key bottleneck. Existing token compression methods have not addressed the emerging need to jointly compress multimodal tokens. To bridge this gap, we present OmniZip, a training-free, audio-guided audio-visual token-compression framework that optimizes multimodal token representation and accelerates model inference. Specifically, OmniZip first identifies salient audio tokens, then computes an audio retention score for each time group to capture information density, thereby dynamically guiding video token pruning and preserving cues from audio anchors enhanced by cross-modal similarity. For each time window, OmniZip compresses the video tokens using an interleaved spatio-temporal scheme. Extensive results demonstrate the merits of OmniZip: it achieves a 3.42X inference speedup and a 1.4X memory reduction over other top-performing counterparts, while maintaining the performance of OmniLLMs without training.
625	2025	On the Emergence of Induction Heads for In-Context Learning	Tiberiu Musat; Tiago Pimentel; Lorenzo Noci; Alessandro Stolfo; Mrinmaya Sachan; Thomas Hofmann	arxiv	arXiv	http://arxiv.org/abs/2511.01033v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL	PASS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	Transformers have become the dominant architecture for natural language processing. Part of their success is owed to a remarkable capability known as in-context learning (ICL): they can acquire and apply novel associations solely from their input context, without any updates to their weights. In this work, we study the emergence of induction heads, a previously identified mechanism in two-layer transformers that is particularly important for in-context learning. We uncover a relatively simple and interpretable structure of the weight matrices implementing the induction head. We theoretically explain the origin of this structure using a minimal ICL task formulation and a modified transformer architecture. We give a formal proof that the training dynamics remain constrained to a 19-dimensional subspace of the parameter space. Empirically, we validate this constraint while observing that only 3 dimensions account for the emergence of an induction head. By further studying the training dynamics inside this 3-dimensional subspace, we find that the time until the emergence of an induction head follows a tight asymptotic bound that is quadratic in the input context length.
626	2025	On the Limitations of Steering in Language Model Alignment	Chebrolu Niranjan; Kokil Jaidka; Gerard Christopher Yeo	arxiv	arXiv	http://arxiv.org/abs/2505.01162v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Steering vectors are a promising approach to aligning language model behavior at inference time. In this paper, we propose a framework to assess the limitations of steering vectors as alignment mechanisms. Using a framework of transformer hook interventions and antonym-based function vectors, we evaluate the role of prompt structure and context complexity in steering effectiveness. Our findings indicate that steering vectors are promising for specific alignment tasks, such as value alignment, but may not provide a robust foundation for general-purpose alignment in LLMs, particularly in complex scenarios. We establish a methodological foundation for future investigations into steering capabilities of reasoning models.
631	2025	Persona Features Control Emergent Misalignment	Miles Wang; Tom Dupré la Tour; Olivia Watkins; Alex Makelov; Ryan A. Chi; Samuel Miserendino; Wang, Jeffrey; Rajaram, Achyuta; Johannes Heidecke; Tejal Patwardhan; Dan Mossing	openalex		https://doi.org/10.48550/arxiv.2506.19823	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PARTIAL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	"Understanding how language models generalize behaviors from their training to a broader deployment distribution is an important problem in AI safety. Betley et al. discovered that fine-tuning GPT-4o on intentionally insecure code causes ""emergent misalignment,"" where models give stereotypically malicious responses to unrelated prompts. We extend this work, demonstrating emergent misalignment across diverse conditions, including reinforcement learning on reasoning models, fine-tuning on various synthetic datasets, and in models without safety training. To investigate the mechanisms behind this generalized misalignment, we apply a ""model diffing"" approach using sparse autoencoders to compare internal model representations before and after fine-tuning. This approach reveals several ""misaligned persona"" features in activation space, including a toxic persona feature which most strongly controls emergent misalignment and can be used to predict whether a model will exhibit such behavior. Additionally, we investigate mitigation strategies, discovering that fine-tuning an emergently misaligned model on just a few hundred benign samples efficiently restores alignment."
636	2025	Predicting the Emergence of Induction Heads in Language Model Pretraining	Tatsuya Aoyama; Ethan Gotlieb Wilcox; Nathan Schneider	arxiv	arXiv	http://arxiv.org/abs/2511.16893v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL	PASS	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	Specialized attention heads dubbed induction heads (IHs) have been argued to underlie the remarkable in-context learning capabilities of modern language models; yet, a precise characterization of their emergence, especially in the context of language modeling, remains wanting. In this study, we investigate the relationship between statistical properties of the training data and IH formation in both natural and synthetic training data settings. We show that: (1) A simple equation combining batch size and context size predicts the point at which IHs form and that this emergence point is agnostic to model size; (2) Surface bigram repetition frequency and reliability strongly affect the formation of IHs, and we find an effective Pareto frontier in terms of these two values; (3) local dependency with high bigram repetition frequency and reliability is sufficient for IH formation, but when the frequency and reliability are low, categoriality and the shape of the marginal distribution matter.
640	2025	Proceedings of the Second International Workshop on Next-Generation Language Models for Knowledge Representation and Reasoning (NeLaMKRR 2025)	Ha-Thanh Nguyen; Ken Satoh; Francesca Toni; Randy Goebel; Kostas Stathis	arxiv	arXiv	http://arxiv.org/abs/2511.09575v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Reasoning is an essential component of human intelligence in that it plays a fundamental role in our ability to think critically, support responsible decisions, and solve challenging problems. Traditionally, AI has addressed reasoning in the context of logic-based representations of knowledge. However, the recent leap forward in natural language processing, with the emergence of language models based on transformers, is hinting at the possibility that these models exhibit reasoning abilities, particularly as they grow in size and are trained on more and more data. Still, despite ongoing discussions about what reasoning is in language models, it is still not easy to articulate to what extent these models are actually capable of reasoning. The goal of this workshop is to create a platform for researchers from different disciplines and/or AI perspectives to explore approaches and techniques with the aim to reconcile reasoning between language models using transformers and logic-based representations. The specific objectives include analysing the reasoning abilities of language models measured alongside KR methods, injecting KR-style reasoning abilities into language models (including by neuro-symbolic means), and formalising the kind of reasoning language models carry out. This exploration aims to uncover how language models can effectively integrate and leverage knowledge and reasoning with it, thus improving their application and utility in areas where precision and reliability are key requirements.
643	2025	RAVEN: Robust Advertisement Video Violation Temporal Grounding via Reinforcement Reasoning	Deyi Ji; Yuekui Yang; Haiyang Wu; Shaoping Ma; Tianrun Chen; Lanyun Zhu	arxiv	arXiv	http://arxiv.org/abs/2510.16455v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Advertisement (Ad) video violation detection is critical for ensuring platform compliance, but existing methods struggle with precise temporal grounding, noisy annotations, and limited generalization. We propose RAVEN, a novel framework that integrates curriculum reinforcement learning with multimodal large language models (MLLMs) to enhance reasoning and cognitive capabilities for violation detection. RAVEN employs a progressive training strategy, combining precisely and coarsely annotated data, and leverages Group Relative Policy Optimization (GRPO) to develop emergent reasoning abilities without explicit reasoning annotations. Multiple hierarchical sophisticated reward mechanism ensures precise temporal grounding and consistent category prediction. Experiments on industrial datasets and public benchmarks show that RAVEN achieves superior performances in violation category accuracy and temporal interval localization. We also design a pipeline to deploy the RAVEN on the online Ad services, and online A/B testing further validates its practical applicability, with significant improvements in precision and recall. RAVEN also demonstrates strong generalization, mitigating the catastrophic forgetting issue associated with supervised fine-tuning.
646	2025	Reasoning-Aware Prompt Orchestration: A Foundation Model for Multi-Agent Language Model Coordination	Hassen Dhrif	arxiv	arXiv	http://arxiv.org/abs/2510.00326v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	The emergence of large language models has enabled sophisticated multi-agent systems, yet coordinating their reasoning capabilities through prompt engineering remains challenging. We present a theoretically-grounded framework for dynamic prompt orchestration that enhances reasoning across multiple specialized agents. This framework addresses three core challenges: logical consistency preservation during agent transitions, reasoning-aware prompt adaptation, and scalable coordination of distributed inference. Our approach formalizes agent states using prompt templates, reasoning context vectors, and capability matrices. We prove system convergence to stable coordination patterns when step sizes satisfy $α< \frac{1}{2L}$ where $L$ is the Lipschitz constant of the state transition function. We implement this through a distributed architecture that dynamically routes reasoning tasks while maintaining semantic coherence. Experimental results on 1,000 synthetic multi-agent conversations demonstrate a 42% reduction in reasoning latency, a 23% improvement in logical consistency measured by ROUGE-L score, and an 89% success rate for task completion without context loss across agent transitions. Ablation studies identify the consensus mechanism as the primary performance driver, while revealing limitations: performance degrades beyond 10 agent transitions, and the system requires 76.5GB memory for 1,000 concurrent agents. These findings establish a new paradigm for scalable reasoning in multi-agent systems, providing theoretical foundations for understanding reasoning emergence across coordinated language models.
647	2025	ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory	Siru Ouyang; Jun Yan; I-Hung Hsu; Yanfei Chen; Ke Jiang; Zifeng Wang; Rujun Han; Long T. Le; Samira Daruki; Xiangru Tang; Vishy Tirumalashetty; George Lee; Mahsan Rofouei; Hangfei Lin; Jiawei Han; Chen-Yu Lee; Tomas Pfister	arxiv	arXiv	http://arxiv.org/abs/2509.25140v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	With the growing adoption of large language model agents in persistent real-world roles, they naturally encounter continuous streams of tasks. A key limitation, however, is their failure to learn from the accumulated interaction history, forcing them to discard valuable insights and repeat past errors. We propose ReasoningBank, a novel memory framework that distills generalizable reasoning strategies from an agent's self-judged successful and failed experiences. At test time, an agent retrieves relevant memories from ReasoningBank to inform its interaction and then integrates new learnings back, enabling it to become more capable over time. Building on this powerful experience learner, we further introduce memory-aware test-time scaling (MaTTS), which accelerates and diversifies this learning process by scaling up the agent's interaction experience. By allocating more compute to each task, the agent generates abundant, diverse experiences that provide rich contrastive signals for synthesizing higher-quality memory. The better memory in turn guides more effective scaling, establishing a powerful synergy between memory and test-time scaling. Across web browsing and software engineering benchmarks, ReasoningBank consistently outperforms existing memory mechanisms that store raw trajectories or only successful task routines, improving both effectiveness and efficiency; MaTTS further amplifies these gains. These findings establish memory-driven experience scaling as a new scaling dimension, enabling agents to self-evolve with emergent behaviors naturally arise. Our code can be found at https://github.com/google-research/reasoning-bank.
649	2025	Rectifying LLM Thought from Lens of Optimization	Junnan Liu; Hongwei Liu; Songyang Zhang; Kai Chen	arxiv	arXiv	http://arxiv.org/abs/2512.01925v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Recent advancements in large language models (LLMs) have been driven by their emergent reasoning capabilities, particularly through long chain-of-thought (CoT) prompting, which enables thorough exploration and deliberation. Despite these advances, long-CoT LLMs often exhibit suboptimal reasoning behaviors, such as overthinking and excessively protracted reasoning chains, which can impair performance. In this paper, we analyze reasoning processes through an optimization lens, framing CoT as a gradient descent procedure where each reasoning step constitutes an update toward problem resolution. Building on this perspective, we introduce RePro (Rectifying Process-level Reward), a novel approach to refine LLM reasoning during post-training. RePro defines a surrogate objective function to assess the optimization process underlying CoT, utilizing a dual scoring mechanism to quantify its intensity and stability. These scores are aggregated into a composite process-level reward, seamlessly integrated into reinforcement learning with verifiable rewards (RLVR) pipelines to optimize LLMs. Extensive experiments across multiple reinforcement learning algorithms and diverse LLMs, evaluated on benchmarks spanning mathematics, science, and coding, demonstrate that RePro consistently enhances reasoning performance and mitigates suboptimal reasoning behaviors.
655	2025	Revisiting Chain-of-Thought Prompting: Zero-shot Can Be Stronger than Few-shot	Xiang Cheng; Chengyan Pan; Minjun Zhao; Deyang Li; Fangchao Liu; Xinyu Zhang; Xiao Zhang; Yong Liu	arxiv	arXiv	http://arxiv.org/abs/2506.14641v3	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	In-Context Learning (ICL) is an essential emergent ability of Large Language Models (LLMs), and recent studies introduce Chain-of-Thought (CoT) to exemplars of ICL to enhance the reasoning capability, especially in mathematics tasks. However, given the continuous advancement of model capabilities, it remains unclear whether CoT exemplars still benefit recent, stronger models in such tasks. Through systematic experiments, we find that for recent strong models such as the Qwen2.5 series, adding traditional CoT exemplars does not improve reasoning performance compared to Zero-Shot CoT. Instead, their primary function is to align the output format with human expectations. We further investigate the effectiveness of enhanced CoT exemplars, constructed using answers from advanced models such as \texttt{Qwen2.5-Max} and \texttt{DeepSeek-R1}. Experimental results indicate that these enhanced exemplars still fail to improve the model's reasoning performance. Further analysis reveals that models tend to ignore the exemplars and focus primarily on the instructions, leading to no observable gain in reasoning ability. Overall, our findings highlight the limitations of the current ICL+CoT framework in mathematical reasoning, calling for a re-examination of the ICL paradigm and the definition of exemplars.
660	2025	SAGE: Strategy-Adaptive Generation Engine for Query Rewriting	Teng Wang; Hailei Gong; Changwang Zhang; Jun Wang	arxiv	arXiv	http://arxiv.org/abs/2506.19783v2	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Query rewriting is pivotal for enhancing dense retrieval, yet current methods demand large-scale supervised data or suffer from inefficient reinforcement learning (RL) exploration. In this work, we first establish that guiding Large Language Models (LLMs) with a concise set of expert-crafted strategies, such as semantic expansion and entity disambiguation, substantially improves retrieval effectiveness on challenging benchmarks, including HotpotQA, FEVER, NFCorpus, and SciFact. Building on this insight, we introduce the Strategy-Adaptive Generation Engine (SAGE), which operationalizes these strategies in an RL framework. SAGE introduces two novel reward shaping mechanisms-Strategic Credit Shaping (SCS) and Contrastive Reward Shaping (CRS)-to deliver more informative learning signals. This strategy-guided approach not only achieves new state-of-the-art NDCG@10 results, but also uncovers a compelling emergent behavior: the agent learns to select optimal strategies, reduces unnecessary exploration, and generates concise rewrites, lowering inference cost without sacrificing performance. Our findings demonstrate that strategy-guided RL, enhanced with nuanced reward shaping, offers a scalable, efficient, and more interpretable paradigm for developing the next generation of robust information retrieval systems.
661	2025	Scaling Laws and In-Context Learning: A Unified Theoretical Framework	Sushant Mehta; Ishan Gupta	arxiv	arXiv	http://arxiv.org/abs/2511.06232v1	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	In-context learning (ICL) enables large language models to adapt to new tasks from demonstrations without parameter updates. Despite extensive empirical studies, a principled understanding of ICL emergence at scale remains more elusive. We present a unified theoretical framework connecting scaling laws to ICL emergence in transformers. Our analysis establishes that ICL performance follows power-law relationships with model depth $L$, width $d$, context length $k$, and training data $D$, with exponents determined by task structure. We show that under specific conditions, transformers implement gradient-based metalearning in their forward pass, with an effective learning rate $η_{\text{eff}} = Θ(1/\sqrt{Ld})$. We demonstrate sharp phase transitions at critical scales and derive optimal depth-width allocations favoring $L^* \propto N^{2/3}$, $d^* \propto N^{1/3}$ for the fixed parameter budget $N = Ld$. Systematic experiments on synthetic tasks validate our predictions, with measured scaling exponents closely matching theory. This work provides both necessary and sufficient conditions for the emergence of ICLs and establishes fundamental computational limits on what transformers can learn in-context.
