corpus	method	level	cluster	size	algorithmic_label	top_terms	mean_supported_count	include_count	exclude_count	tier_1	tier_2	tier_3	untiered	scaling_count	compression_count	criticality_count	novel_basis_count	generalisation_count	medoid_work_id	medoid_title	boundary_work_id	boundary_title	strongest_work_id	strongest_title
audited	tfidf	subcluster	S08	17	predictive / dynamical systems / decentralized	predictive | dynamical systems | decentralized | reservoir | space representations | predictive mechanism | extracting low-dimensional | mechanism extracting | compact latent | predictive dynamics	1.294	8	9	1	7	9	0	8	9	0	4	1	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	w_cf357442f5aa7893	Predictive pursuit emerges in high-dimensional recurrent neural networks	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations
audited	tfidf	subcluster	S09	2	artificial agents / plumes / virtual	artificial agents | plumes | virtual | approaches developed | approach artificial | developed virtual | alternative approaches | outdoor | exciting alternative | exciting	0.0	0	2	0	0	2	0	0	0	0	0	0	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes
audited	tfidf	subcluster	S10	14	recurrent neural / recurrent / cognitive tasks	recurrent neural | recurrent | cognitive tasks | representations recurrent | grid-like | ring | neural circuits | localization | activities | recurrent activity	0.929	4	10	0	4	8	2	5	3	0	5	0	w_f1324a7120d5d1bd	Emergence of grid-like representations by training recurrent neural networks to perform spatial localization	w_38e23f5995c71d9b	Spatial reasoning via recurrent neural dynamics in mouse retrosplenial cortex	w_38e23f5995c71d9b	Spatial reasoning via recurrent neural dynamics in mouse retrosplenial cortex
audited	tfidf	subcluster	S11	14	hebbian / structure artificial / constants	hebbian | structure artificial | constants | convolutional neural | metaplastic | time constants | synaptic | convolutional | artificial neural | self-organizing	0.786	3	11	0	3	7	4	6	0	0	5	0	w_34505df745b929e9	Random noise promotes slow heterogeneous synaptic dynamics important for robust working memory computation	w_13098e9f9412a76e	Emergence and reconfiguration of modular structure for artificial neural networks during continual familiarity detection	w_34505df745b929e9	Random noise promotes slow heterogeneous synaptic dynamics important for robust working memory computation
audited	tfidf	subcluster	S12	3	function vectors / function vector / function-vector	function vectors | function vector | function-vector | vector | analyst sum | causally selected | aie-selected | zero-shot accuracy | function | novel representational	1.333	1	2	0	1	2	0	1	3	0	0	0	w_39ca6ff1e5e8821c	Function Vectors in Large Language Models	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?
audited	tfidf	subcluster	S13	12	in-context icl / icl / in-context	in-context icl | icl | in-context | tasks examples | adapt tasks | remarkable in-context | exhibit remarkable | encodings | skill composition | examples	0.5	1	11	0	1	11	0	3	2	0	1	0	w_7ced2a0538a6bf26	A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning	w_848983c423304f71	Emergence and Effectiveness of Task Vectors in In-Context Learning: An Encoder Decoder Perspective	w_848983c423304f71	Emergence and Effectiveness of Task Vectors in In-Context Learning: An Encoder Decoder Perspective
audited	tfidf	subcluster	S14	10	diversity / task diversity / subcircuits	diversity | task diversity | subcircuits | induction | induction head | induction-head | change abruptly | in-context | diversity threshold | phase boundaries	1.7	7	3	1	6	3	0	9	0	7	1	0	w_7afa59979906b85f	What Needs to Go Right for an Induction Head? A Mechanistic Study of In-Context Learning Circuits and Their Formation	w_92e74bd4c6d552b0	Pretraining task diversity and the emergence of non-Bayesian in-context learning for regression	w_8af770f5f86d5ac0	Distinct mechanisms underlying in-context learning in transformers
audited	tfidf	subcluster	S15	7	misalignment / persona / fine-tuning	misalignment | persona | fine-tuning | persona features | mis | realignment | misaligned | safety | misalignment language | toxic	0.143	0	7	0	0	7	0	0	1	0	0	0	w_69468026d902ba92	An Emergent Mirage: Is Emergent Misalignment and Realignment Indeed a Robust Phenomenon?	w_24c53f7838cefa65	Intrinsic Guardrails: How Semantic Geometry of Personality Interacts with Emergent Misalignment in LLMs	w_8e2c23b49bc4d436	Actionable Activation Directions for Detecting and Mitigating Emergent Misalignment Across Language Model Families
audited	tfidf	subcluster	S16	2	reasoning types / implicit reasoning / transformers implicit	reasoning types | implicit reasoning | transformers implicit | journey | succeed | comparison consistently | transformers fail | examples transformers | focusing representative | representative reasoning	0.5	0	2	0	0	1	1	1	0	0	0	0	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization
audited	tfidf	subcluster	S17	7	sparse autoencoders / saes / autoencoders	sparse autoencoders | saes | autoencoders | state transition | autoencoders saes | stream activations | sparse | residual stream | interpretable | concepts	0.143	0	7	0	0	7	0	1	0	0	0	0	w_3e38a37eef49442d	Emergence and Evolution of Interpretable Concepts in Diffusion Models	w_47bf4f8fc88f3cb8	Emergent World Beliefs: Exploring Transformers in Stochastic Games	w_0f0102a18c705ec7	Interpreting Emergent Features in Deep Learning-based Side-channel Analysis
audited	tfidf	subcluster	S18	11	world / world simple / world representations	world | world simple | world representations | build | structured world | develop internal | sequence | highly structured | maze-solving | cell cell	0.455	0	11	0	0	10	1	1	4	0	0	0	w_dee1d8642fb8ec4d	Linear Latent World Models in Simple Transformers: A Case Study on Othello-GPT	w_abf120cd18b386a4	Transformers Use Causal World Models in Maze-Solving Tasks	w_dee1d8642fb8ec4d	Linear Latent World Models in Simple Transformers: A Case Study on Othello-GPT
audited	tfidf	subcluster	S19	18	rlvr / dynamics large / large language	rlvr | dynamics large | large language | llms | state space | large | tsinghua | tures | introduction large | incorporating	0.278	0	18	0	0	17	1	2	2	0	1	0	w_c4c37ad693a0f63e	Triple Phase Transitions: Understanding the Learning Dynamics of Large Language Models from a Neuroscience Perspective	w_308c48dc4aaa9e3f	Emergent modularity in large language models: Insights from aphasia simulations	w_c4c37ad693a0f63e	Triple Phase Transitions: Understanding the Learning Dynamics of Large Language Models from a Neuroscience Perspective
audited	tfidf	subcluster	S20	22	grounding / attention / compositional generalization	grounding | attention | compositional generalization | attention-head | solve retrieval | variable-binding | compositional | generalization transformers | circuit supplied | critical periods	1.545	13	9	1	12	8	1	16	2	3	11	2	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task	w_c630442fbffca0c4	Not Emergent by Accident: The Implicit Global Workspace as a Consequence of Transformer Optimization	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task
audited	tfidf	subcluster	S21	32	conceptual / lms / mathematics	conceptual | lms | mathematics | lattice | semantics | language lms | define | possibility | parallels | arithmetic operations	0.594	3	29	0	3	28	1	8	7	0	4	0	w_3f4213b6cde6e5f0	Reasoning Circuits in Language Models: A Mechanistic Interpretation of Syllogistic Inference	w_33b529766cc60dd2	What One Cannot, Two Can: Two-Layer Transformers Provably Represent Induction Heads on Any-Order Markov Chains	w_a68de8b27948098c	Emergence and Function of Abstract Representations in Self-Supervised Transformers
audited	tfidf	subcluster	S22	29	hydra / hydra effect / remain poorly	hydra | hydra effect | remain poorly | unveiling dynamics | relational structure | thought | phase transitions | transitions | discover phase | search	0.31	0	29	0	0	28	1	7	2	0	0	0	w_125db4c2cf79214e	The Geometry of Thought: How Scale Restructures Reasoning In Large Language Models	w_7636520e4c22ae54	Grokking in the Wild: Data Augmentation for Real-World Multi-Hop Reasoning with Transformers	w_125db4c2cf79214e	The Geometry of Thought: How Scale Restructures Reasoning In Large Language Models
audited	tfidf	subcluster	S23	2	harmonic loss / harmonic / loss	harmonic loss | harmonic | loss | compare | interpretable | replaces | distance | standard | logits | softmax	0.0	0	2	0	0	2	0	0	0	0	0	0	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models	w_a03de8e37b580793	Rethinking the Harmonic Loss via Non-Euclidean Distance Layers	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models
audited	tfidf	subcluster	S24	2	pre-trained transformers / modularity / pre-trained	pre-trained transformers | modularity | pre-trained | ity | textit | finds | transformers textit | modularity large | csordas | curve	0.5	0	2	0	0	2	0	1	0	0	0	0	w_18bd4894e38b3c30	Emergent Modularity in Pre-trained Transformers	w_e117d573dbd1bc5f	Unlocking Emergent Modularity in Large Language Models	w_18bd4894e38b3c30	Emergent Modularity in Pre-trained Transformers
audited	tfidf	subcluster	S25	23	emotion / ignition / sparse attention	emotion | ignition | sparse attention | pilani | neural overall | reaches threshold | deep neural | fascinating | york university | york	0.435	2	21	0	2	19	2	4	1	2	3	0	w_b0bbf9007eb97544	The semantic landscape paradigm for neural networks	w_8ab30e3889d447fc	Learning Towards Emergence: Paving the Way to Induce Emergence by Inhibiting Monosemantic Neurons on Pre-trained Models	w_7209270e01aef2a8	Emergent Capabilities Arise Randomly from Learning Sparse Attention Patterns
audited	semantic	macro	M01	27	transformers / reasoning transformers / reasoning	transformers | reasoning transformers | reasoning | relational structure | reasoning types | solve retrieval | variable-binding | build | composition | transformers solve	1.037	7	20	1	6	19	1	14	4	0	8	2	w_943e3e1497c6a620	Transformers Struggle to Use Their Emergent World Models: Revisiting the Tower of Hanoi, and the Illusion of Thinking	w_cb00fb1bab7f3b7f	Emergent Symbolic Mechanisms Support Abstract Reasoning in Large Language Models	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task
audited	semantic	macro	M02	29	sparse attention / regular / transformer	sparse attention | regular | transformer | discover phase | transformer language | transformer exhibit | attention | transformers | critical periods | periods	0.655	3	26	0	3	25	1	14	1	1	2	1	w_de53e52135814667	Modeling Transformers as complex networks to analyze learning dynamics	w_702044b6725a459d	On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability	w_f94f564014be4c25	A Mechanistic Analysis of Transformers for Dynamical Systems
audited	semantic	macro	M03	29	communication / rlvr / unveiling dynamics	communication | rlvr | unveiling dynamics | implicitly | games | decentralized | search | state transition | emerge discrete | latent	0.414	1	28	0	1	28	0	5	6	1	0	0	w_f02966985885da33	Latent State Models of Training Dynamics	w_928be1de7f678ed8	ExPLAIND: Unifying Model, Data, and Training Attribution to Study Model Behavior	w_6d9aedbcf0365751	How Does Unfaithful Reasoning Emerge from Autoregressive Training? A Study of Synthetic Experiments
audited	semantic	macro	M04	7	misalignment / persona / misaligned	misalignment | persona | misaligned | fine-tuning | persona features | mis | realignment | safety | misalignment language | toxic	0.143	0	7	0	0	7	0	0	1	0	0	0	w_69468026d902ba92	An Emergent Mirage: Is Emergent Misalignment and Realignment Indeed a Robust Phenomenon?	w_78af69834e46633e	Trait-space Monitoring for Emergent Misalignment During Supervised Finetuning	w_8e2c23b49bc4d436	Actionable Activation Directions for Detecting and Mitigating Emergent Misalignment Across Language Model Families
audited	semantic	macro	M05	55	language / large language / conceptual	language | large language | conceptual | llms | lms | semantic geometry | logical | pre-trained transformers | large | language lms	0.455	3	52	0	3	50	2	9	13	0	3	0	w_4ed5458b1772d1f2	The Birth of Knowledge: Emergent Features across Time, Space, and Scale in Large Language Models	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	w_a68de8b27948098c	Emergence and Function of Abstract Representations in Self-Supervised Transformers
audited	semantic	macro	M06	64	grokking / generalization / grokking neural	grokking | generalization | grokking neural | grokking phenomenon | multiplication | post-grokking | perfect accuracy | understand grokking | overfitting | phenomenon	0.688	14	50	2	12	45	5	27	5	9	3	0	w_9977306cc3994536	Exploring Grokking: Experimental and Mechanistic Investigations	w_500a287f07071ec8	Learning Modular Exponentiation with Transformers	w_f3172e652cebe4b6	Progress Measures for Grokking via Mechanistic Interpretability
audited	semantic	macro	M07	22	harmonic / quantum / harmonic loss	harmonic | quantum | harmonic loss | quantum neural | parameterized | hessian | trainability | fast | low-dimensional structures | neural collapse	1.364	12	10	2	10	10	0	13	6	8	3	0	w_8c5442dfb760aae0	Spectral phase transitions and trainability in neural network learning dynamics	w_cddfb17d263e3744	Explaining Grokking and Information Bottleneck through Neural Collapse Emergence	w_25ba5099b834e43a	On the Mechanism and Dynamics of Modular Addition: Fourier Features, Lottery Ticket, and Grokking
audited	semantic	macro	M08	47	synaptic / spiking / hebbian	synaptic | spiking | hebbian | neuronal | neural circuits | recurrent | spiking neural | homeostatic | neural | synaptic dynamics	0.957	17	30	0	17	22	8	20	6	7	12	0	w_ba81662b1200a880	Criticality meets learning: Criticality signatures in a self-organizing recurrent neural network	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †
audited	semantic	macro	M09	32	binding / subcircuits / plateau	binding | subcircuits | plateau | attention-head | induction head | induction | induction-head | copy | abrupt circuit | icl	1.625	22	10	2	20	10	0	25	6	14	7	0	w_0308d55890a5b9c6	On the Emergence of Induction Heads for In-Context Learning	w_63db75cd5e03c2b8	Bridging Lottery Ticket and Grokking: Understanding Grokking from Inner Structure of Networks	w_8af770f5f86d5ac0	Distinct mechanisms underlying in-context learning in transformers
audited	semantic	macro	M10	21	localization / spatial / tuning	localization | spatial | tuning | allocentric | place | egocentric | predictive | place cells | sensory | place-like	1.619	13	8	1	12	7	1	11	8	0	15	0	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation	w_cfed60f0df988968	Emergent Outlier View Rejection in Visual Geometry Grounded Transformers	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation
audited	semantic	subcluster	S01	10	relational structure / reasoning / reasoning types	relational structure | reasoning | reasoning types | implicit reasoning | transformers implicit | cot | validate | randomized-token | in-depth | reasoning transformers	0.9	2	8	1	1	7	1	4	1	0	2	2	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	w_943e3e1497c6a620	Transformers Struggle to Use Their Emergent World Models: Revisiting the Tower of Hanoi, and the Illusion of Thinking	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task
audited	semantic	subcluster	S02	17	solve retrieval / transformers / transformers solve	solve retrieval | transformers | transformers solve | deciphering | structured world | adjacency | highly structured | maze-solving | transformers causal | supplies	1.118	5	12	0	5	12	0	10	3	0	6	0	w_3a2ad5f9386e827d	Mechanism and Emergence of Stacked Attention Heads in Multi-Layer Transformers	w_b9374a286a73fd88	Layer Specialization Underlying Compositional Reasoning in Transformers	w_33b529766cc60dd2	What One Cannot, Two Can: Two-Layer Transformers Provably Represent Induction Heads on Any-Order Markov Chains
audited	semantic	subcluster	S03	13	discover phase / autoregressively / transformers	discover phase | autoregressively | transformers | transformer | dynamical-system | latent dimension | transformers dynamical | efforts | discover | implicit	0.692	2	11	0	2	10	1	5	1	0	2	1	w_5dad8438d08739da	Exact Learning Dynamics of In-Context Learning in Linear Transformers and Its Application to Non-Linear Transformers	w_702044b6725a459d	On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability	w_29ea95f17f21c7ac	Transformers for dynamical systems learn transfer operators in-context
audited	semantic	subcluster	S04	16	sparse attention / transformer language / critical periods	sparse attention | transformer language | critical periods | periods | phase transitions | transitions | attention | specific circuits | characterizing | language	0.625	1	15	0	1	15	0	9	0	1	0	0	w_28c10566bff3c19f	Language Models Grow Less Humanlike beyond Phase Transition	w_65f428d0eb05342f	Emergent Depthwise Activation Structure in Transformer Language Models The Hau Curve and Its Early-Training Attractor Pattern	w_7209270e01aef2a8	Emergent Capabilities Arise Randomly from Learning Sparse Attention Patterns
audited	semantic	subcluster	S05	16	rlvr / games / decentralized	rlvr | games | decentralized | reinforcement | communication | information internal | reasoning | latent | reasoning modes | probes	0.438	1	15	0	1	15	0	2	4	1	0	0	w_6b8b0f146292001a	Emergent World Models and Latent Variable Estimation in Chess-Playing Language Models	w_310671f6b2320a54	Are Your Reasoning Models Reasoning or Guessing? A Mechanistic Analysis of Hierarchical Reasoning Models	w_6d9aedbcf0365751	How Does Unfaithful Reasoning Emerge from Autoregressive Training? A Study of Synthetic Experiments
audited	semantic	subcluster	S06	13	discrete / emerge discrete / data attribution	discrete | emerge discrete | data attribution | tasks image | internally | autoencoders saes | saes | overview | significant changes | attribution	0.385	0	13	0	0	13	0	3	2	0	0	0	w_892700b85dd7550d	Uncovering Emergent Physics Representations Learned In-Context by Large Language Models	w_f02966985885da33	Latent State Models of Training Dynamics	w_be7a6d5176757697	States Hidden in Hidden States: LLMs Emerge Discrete State Representations Implicitly
audited	semantic	subcluster	S07	7	misalignment / persona / misaligned	misalignment | persona | misaligned | fine-tuning | persona features | mis | realignment | safety | misalignment language | toxic	0.143	0	7	0	0	7	0	0	1	0	0	0	w_69468026d902ba92	An Emergent Mirage: Is Emergent Misalignment and Realignment Indeed a Robust Phenomenon?	w_78af69834e46633e	Trait-space Monitoring for Emergent Misalignment During Supervised Finetuning	w_8e2c23b49bc4d436	Actionable Activation Directions for Detecting and Mitigating Emergent Misalignment Across Language Model Families
audited	semantic	subcluster	S08	12	demonstrations / icl / encodings	demonstrations | icl | encodings | compact task | contextual | introduces novel | vectors in-context | vector | latency | task vectors	0.5	2	10	0	2	9	1	2	4	0	0	0	w_b73fd2a4553849d2	Understanding Contextual Recall in Transformers: How Finetuning Enables In-Context Reasoning over Pretraining Knowledge	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	w_848983c423304f71	Emergence and Effectiveness of Task Vectors in In-Context Learning: An Encoder Decoder Perspective
audited	semantic	subcluster	S09	9	pre-trained transformers / modularity / pre-trained	pre-trained transformers | modularity | pre-trained | structure artificial | programs | linguistic | dynamics large | state representations | artificial neural | world representations	0.111	0	9	0	0	8	1	1	0	0	0	0	w_e117d573dbd1bc5f	Unlocking Emergent Modularity in Large Language Models	w_b7c2381a27c702c4	Emergent Stack Representations in Modeling Counter Languages Using Transformers	w_18bd4894e38b3c30	Emergent Modularity in Pre-trained Transformers
audited	semantic	subcluster	S10	8	features key / token / geometry representations	features key | token | geometry representations | language | arbitrary | line work | arithmetic | express | relationships | taking	0.25	0	8	0	0	8	0	1	1	0	0	0	w_8bf24f4dbe9ac287	Arithmetic with language models: From memorization to computation	w_8686cbb9af9f8fa5	Arithmetic Pedagogy for Language Models	w_8686cbb9af9f8fa5	Arithmetic Pedagogy for Language Models
audited	semantic	subcluster	S11	26	conceptual / logical / nodes	conceptual | logical | nodes | llms | large language | language-agnostic | representational similarity | relational | language | language representations	0.615	1	25	0	1	25	0	5	8	0	3	0	w_4ed5458b1772d1f2	The Birth of Knowledge: Emergent Features across Time, Space, and Scale in Large Language Models	w_a68de8b27948098c	Emergence and Function of Abstract Representations in Self-Supervised Transformers	w_a68de8b27948098c	Emergence and Function of Abstract Representations in Self-Supervised Transformers
audited	semantic	subcluster	S12	24	grokking / grokking neural / perfect generalization	grokking | grokking neural | perfect generalization | grokking circuit | generalisation transition | generalization | grokking phenomenon | feature regime | varma | bridge gap	0.292	1	23	0	1	20	3	6	0	1	0	0	w_9977306cc3994536	Exploring Grokking: Experimental and Mechanistic Investigations	w_7ff07b360090f82a	Is Grokking Worthwhile? Functional Analysis and Transferability of Generalization Circuits in Transformers	w_9db7d6568bb89686	Grokking as a First Order Phase Transition in Two Layer Networks
audited	semantic	subcluster	S13	12	polynomials / modulus / modular polynomials	polynomials | modulus | modular polynomials | arithmetic operations | modular | transformers modular | grokking | arithmetic | validation accuracy | neural modular	0.917	4	8	1	3	8	0	5	2	1	3	0	w_01e15d37549ba1fc	Latent Algorithmic Structure Precedes Grokking: A Mechanistic Study of ReLU MLPs on Modular Arithmetic	w_d59f0794873b2140	The Geometric Inductive Bias of Grokking: Bypassing Phase Transitions via Architectural Topology	w_f3172e652cebe4b6	Progress Measures for Grokking via Mechanistic Interpretability
audited	semantic	subcluster	S14	28	grokking / representation geometry / low-rank	grokking | representation geometry | low-rank | commutator | spanning | cases | decay phase | low-dimensional representations | weight | abrupt transition	0.929	9	19	1	8	17	2	16	3	7	0	0	w_c0722915b2be1f88	How to Tame Grokking: Representation Geometry as a Control Signal	w_667c790db241c1aa	Intrinsic Task Symmetry Drives Generalization in Algorithmic Tasks	w_c0722915b2be1f88	How to Tame Grokking: Representation Geometry as a Control Signal
audited	semantic	subcluster	S15	4	quantum / quantum neural / parameterized	quantum | quantum neural | parameterized | exponentially | quantum circuits | circuit depth | over-parameterized | critical point | error | minimum	1.5	2	2	0	2	2	0	3	1	2	0	0	w_35bf58ca4093d76e	Grokking and epoch-wise double descent in quantum neural networks	w_35bf58ca4093d76e	Grokking and epoch-wise double descent in quantum neural networks	w_35bf58ca4093d76e	Grokking and epoch-wise double descent in quantum neural networks
audited	semantic	subcluster	S16	2	harmonic loss / harmonic / loss	harmonic loss | harmonic | loss | compare | interpretable | replaces | distance | standard | logits | softmax	0.0	0	2	0	0	2	0	0	0	0	0	0	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models	w_a03de8e37b580793	Rethinking the Harmonic Loss via Non-Euclidean Distance Layers	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models
audited	semantic	subcluster	S17	16	hessian / trainability / neural collapse	hessian | trainability | neural collapse | confirming | multilayer | first-principles | beta | cifar experiments | cifar | neural information	1.5	10	6	2	8	6	0	10	5	6	3	0	w_cddfb17d263e3744	Explaining Grokking and Information Bottleneck through Neural Collapse Emergence	w_25ba5099b834e43a	On the Mechanism and Dynamics of Modular Addition: Fourier Features, Lottery Ticket, and Grokking	w_811a8cd021958e82	Deep Networks Always Grok and Here is Why
audited	semantic	subcluster	S18	2	artificial agents / plumes / virtual	artificial agents | plumes | virtual | approaches developed | approach artificial | developed virtual | alternative approaches | outdoor | exciting alternative | exciting	0.0	0	2	0	0	2	0	0	0	0	0	0	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes
audited	semantic	subcluster	S19	8	deep neural / detectors / emerge deep	deep neural | detectors | emerge deep | motifs | deep | neurons respond | respond | receptive | spontaneous | visual	0.375	0	8	0	0	7	1	0	2	0	1	0	w_89fd2479381ba2a1	Semantic representations emerge in biologically inspired ensembles of cross-supervising neural networks	w_89fd2479381ba2a1	Semantic representations emerge in biologically inspired ensembles of cross-supervising neural networks	w_89fd2479381ba2a1	Semantic representations emerge in biologically inspired ensembles of cross-supervising neural networks
audited	semantic	subcluster	S20	17	recurrent / hebbian / recurrent neural	recurrent | hebbian | recurrent neural | criticality | balancing | attractors | recurrent activity | neural circuits | torus | synaptic	1.059	7	10	0	7	5	5	8	4	1	5	0	w_27f0a0911b68ee3a	Gradient-based learning drives robust representations in recurrent neural networks by balancing compression and expansion	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †
audited	semantic	subcluster	S21	20	spiking / neuronal / spiking neural	spiking | neuronal | spiking neural | constants | firing | time constants | timescales | scale-free | avalanche | autocorrelation	1.2	10	10	0	10	8	2	12	0	6	6	0	w_6fc4c4ab9c9916f7	Hysteresis, neural avalanches, and critical behavior near a first-order transition of a spiking neural network	w_b0c3a03ae75a81b6	Different timescales of neural activities introduce different representations of task-relevant information	w_6fc4c4ab9c9916f7	Hysteresis, neural avalanches, and critical behavior near a first-order transition of a spiking neural network
audited	semantic	subcluster	S22	8	transition delayed / lottery-ticket / tickets	transition delayed | lottery-ticket | tickets | true | norm controls | task-structured | ticket | bayesian | forgetting | lottery tickets	1.625	6	2	1	5	2	0	5	4	1	3	0	w_2b77293cdef4c93f	Grokking as Structural Inference: Transformers Need Bayesian Lottery Tickets	w_7ced2a0538a6bf26	A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning	w_63db75cd5e03c2b8	Bridging Lottery Ticket and Grokking: Understanding Grokking from Inner Structure of Networks
audited	semantic	subcluster	S23	24	binding / subcircuits / attention-head	binding | subcircuits | attention-head | induction | induction head | induction-head | copy | abrupt circuit | icl | change abruptly	1.625	16	8	1	15	8	0	20	2	13	4	0	w_0308d55890a5b9c6	On the Emergence of Induction Heads for In-Context Learning	w_3649951b25d89fe3	Plasticity and language in the anaesthetized human hippocampus	w_8af770f5f86d5ac0	Distinct mechanisms underlying in-context learning in transformers
audited	semantic	subcluster	S24	8	representations predictive / observations representation / visual	representations predictive | observations representation | visual | predictive | sufficient prediction | future | predictive structure | lattice | observations | environment	1.625	4	4	1	3	4	0	2	6	0	5	0	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	w_a6ec62ef7863cd72	Emergence of Foveal Image Sampling from Learning to Attend in Visual Scenes	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations
audited	semantic	subcluster	S25	13	localization / tuning / spatial	localization | tuning | spatial | place | allocentric | egocentric | place cells | recurrent | recurrent learns | cells	1.615	9	4	0	9	3	1	9	2	0	10	0	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation	w_ab07437d78318352	Emergence of functional and structural properties of the head direction system by optimization of recurrent neural networks	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation
