corpus	method	level	cluster	algorithmic_label	role	work_id	title	verdict	tier	supported_count	supported_criteria
audited	tfidf	macro	M02	quantum / linear regions / post-grokking	boundary	w_78af69834e46633e	Trait-space Monitoring for Emergent Misalignment During Supervised Finetuning	EXCLUDE	TIER_3	0	
audited	tfidf	macro	M02	quantum / linear regions / post-grokking	strongest	w_f3172e652cebe4b6	Progress Measures for Grokking via Mechanistic Interpretability	INCLUDE	TIER_1	4	SCALING,CRITICALITY,COMPRESSION,NOVEL_BASIS
audited	tfidf	macro	M03	scale-free / avalanche / autocorrelation	medoid	w_679c49d202c94f8e	Control of criticality and computation in spiking neuromorphic networks with plasticity	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	macro	M03	scale-free / avalanche / autocorrelation	boundary	w_6ffbda57ab6a27ae	Optimal reinforcement learning near the edge of a synchronization transition	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	macro	M03	scale-free / avalanche / autocorrelation	strongest	w_679c49d202c94f8e	Control of criticality and computation in spiking neuromorphic networks with plasticity	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	macro	M04	predictive / allocentric / place	medoid	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	INCLUDE	TIER_1	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	tfidf	macro	M04	predictive / allocentric / place	boundary	w_dcf16633f7a33b13	Emergent Entrainment and Predictive Dynamics in Bio-Inspired Spiking Neural Networks	EXCLUDE	TIER_3	0	
audited	tfidf	macro	M04	predictive / allocentric / place	strongest	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	INCLUDE	TIER_1	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	tfidf	macro	M05	recurrent neural / hebbian / recurrent	medoid	w_ca22559e045ae009	Recurrent neural network models for working memory of continuous variables: activity manifolds, connectivity patterns, and dynamic codes	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	macro	M05	recurrent neural / hebbian / recurrent	boundary	w_5c54f66764cf4f97	Temporal hierarchy in spiking neural networks	INCLUDE	TIER_2	2	SCALING,NOVEL_BASIS
audited	tfidf	macro	M05	recurrent neural / hebbian / recurrent	strongest	w_38e23f5995c71d9b	Spatial reasoning via recurrent neural dynamics in mouse retrosplenial cortex	INCLUDE	TIER_2	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	tfidf	macro	M06	icl / in-context / in-context icl	medoid	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	tfidf	macro	M06	icl / in-context / in-context icl	boundary	w_b9374a286a73fd88	Layer Specialization Underlying Compositional Reasoning in Transformers	EXCLUDE	TIER_3	0	
audited	tfidf	macro	M06	icl / in-context / in-context icl	strongest	w_8af770f5f86d5ac0	Distinct mechanisms underlying in-context learning in transformers	INCLUDE	TIER_1	3	SCALING,CRITICALITY,NOVEL_BASIS
audited	tfidf	macro	M07	misalignment / persona / fine-tuning	medoid	w_69468026d902ba92	An Emergent Mirage: Is Emergent Misalignment and Realignment Indeed a Robust Phenomenon?	EXCLUDE	TIER_3	0	
audited	tfidf	macro	M07	misalignment / persona / fine-tuning	boundary	w_24c53f7838cefa65	Intrinsic Guardrails: How Semantic Geometry of Personality Interacts with Emergent Misalignment in LLMs	EXCLUDE	TIER_3	0	
audited	tfidf	macro	M07	misalignment / persona / fine-tuning	strongest	w_8e2c23b49bc4d436	Actionable Activation Directions for Detecting and Mitigating Emergent Misalignment Across Language Model Families	EXCLUDE	TIER_3	1	COMPRESSION
audited	tfidf	macro	M08	reasoning types / implicit reasoning / transformers implicit	medoid	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	macro	M08	reasoning types / implicit reasoning / transformers implicit	boundary	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	macro	M08	reasoning types / implicit reasoning / transformers implicit	strongest	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	macro	M09	world representations / world / saes	medoid	w_afd5289886580185	Emergent World Representations in OpenVLA	EXCLUDE	TIER_3	0	
audited	tfidf	macro	M09	world representations / world / saes	boundary	w_ed2497928c30d699	Anchored Intrinsic Coordinates for Grokking: Curvature, Predictive Reducibility, and Boundary Cases	EXCLUDE		0	
audited	tfidf	macro	M09	world representations / world / saes	strongest	w_dee1d8642fb8ec4d	Linear Latent World Models in Simple Transformers: A Case Study on Othello-GPT	EXCLUDE	TIER_3	1	COMPRESSION
audited	tfidf	macro	M10	language / pre-trained / reasoning	medoid	w_a9cb982ac7d47107	Revealing Algorithmic Deductive Circuits for Logical Reasoning	EXCLUDE	TIER_3	1	COMPRESSION
audited	tfidf	macro	M10	language / pre-trained / reasoning	boundary	w_7636520e4c22ae54	Grokking in the Wild: Data Augmentation for Real-World Multi-Hop Reasoning with Transformers	EXCLUDE	TIER_3	0	
audited	tfidf	macro	M10	language / pre-trained / reasoning	strongest	w_cb00fb1bab7f3b7f	Emergent Symbolic Mechanisms Support Abstract Reasoning in Large Language Models	INCLUDE	TIER_1	3	COMPRESSION,NOVEL_BASIS,GENERALISATION
audited	tfidf	subcluster	S01	optimization dynamics / commutator / decay phase	medoid	w_f05eeedb3d84fbb7	The Geometry of Multi-Task Grokking: Transverse Instability, Superposition, and Weight Decay Phase Structure	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	subcluster	S01	optimization dynamics / commutator / decay phase	boundary	w_f5760f8154c234f6	Mechanistic Insights into Grokking from the Embedding Layer	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S01	optimization dynamics / commutator / decay phase	strongest	w_f05eeedb3d84fbb7	The Geometry of Multi-Task Grokking: Transverse Instability, Superposition, and Weight Decay Phase Structure	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	subcluster	S02	understand grokking / transition neural / long overfitting	medoid	w_dbd268417dd9318a	The Complexity Dynamics of Grokking	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S02	understand grokking / transition neural / long overfitting	boundary	w_28c10566bff3c19f	Language Models Grow Less Humanlike beyond Phase Transition	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S02	understand grokking / transition neural / long overfitting	strongest	w_a124ea491b1e38a3	Spectral Entropy Collapse as a Phase Transition in Delayed Generalisation: An Interventional and Predictive Framework for Grokkin	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	tfidf	subcluster	S03	grokking neural / grokking / minimization	medoid	w_00352f2c07e55403	Deep Grokking: Would Deep Neural Networks Generalize Better?	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S03	grokking neural / grokking / minimization	boundary	w_7ff07b360090f82a	Is Grokking Worthwhile? Functional Analysis and Transferability of Generalization Circuits in Transformers	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S03	grokking neural / grokking / minimization	strongest	w_63db75cd5e03c2b8	Bridging Lottery Ticket and Grokking: Understanding Grokking from Inner Structure of Networks	INCLUDE	TIER_1	3	SCALING,CRITICALITY,NOVEL_BASIS
audited	tfidf	subcluster	S04	quantum / order parameter / error	medoid	w_9db7d6568bb89686	Grokking as a First Order Phase Transition in Two Layer Networks	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	subcluster	S04	quantum / order parameter / error	boundary	w_6d9aedbcf0365751	How Does Unfaithful Reasoning Emerge from Autoregressive Training? A Study of Synthetic Experiments	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	subcluster	S04	quantum / order parameter / error	strongest	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †	INCLUDE	TIER_2	3	SCALING,COMPRESSION,CRITICALITY
audited	tfidf	subcluster	S05	linear regions / representation quality / linear	medoid	w_f3172e652cebe4b6	Progress Measures for Grokking via Mechanistic Interpretability	INCLUDE	TIER_1	4	SCALING,CRITICALITY,COMPRESSION,NOVEL_BASIS
audited	tfidf	subcluster	S05	linear regions / representation quality / linear	boundary	w_78af69834e46633e	Trait-space Monitoring for Emergent Misalignment During Supervised Finetuning	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S05	linear regions / representation quality / linear	strongest	w_f3172e652cebe4b6	Progress Measures for Grokking via Mechanistic Interpretability	INCLUDE	TIER_1	4	SCALING,CRITICALITY,COMPRESSION,NOVEL_BASIS
audited	tfidf	subcluster	S06	scale-free / avalanche / autocorrelation	medoid	w_679c49d202c94f8e	Control of criticality and computation in spiking neuromorphic networks with plasticity	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	subcluster	S06	scale-free / avalanche / autocorrelation	boundary	w_6ffbda57ab6a27ae	Optimal reinforcement learning near the edge of a synchronization transition	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	subcluster	S06	scale-free / avalanche / autocorrelation	strongest	w_679c49d202c94f8e	Control of criticality and computation in spiking neuromorphic networks with plasticity	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	subcluster	S07	place / hippocampal / place cells	medoid	w_5362be8fefcfa6c2	When and Where: A Model Hippocampal Network Unifies Formation of Time Cells and Place Cells	INCLUDE	TIER_2	2	SCALING,NOVEL_BASIS
audited	tfidf	subcluster	S07	place / hippocampal / place cells	boundary	w_0ff86e6a31e1d145	Balancing Stability and Flow in Hippocampal Networks via Inductive Bias and Learned Symmetry Breaking	INCLUDE	TIER_2	2	SCALING,NOVEL_BASIS
audited	tfidf	subcluster	S07	place / hippocampal / place cells	strongest	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation	INCLUDE	TIER_2	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	tfidf	subcluster	S08	predictive / dynamical systems / decentralized	medoid	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	INCLUDE	TIER_1	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	tfidf	subcluster	S08	predictive / dynamical systems / decentralized	boundary	w_cf357442f5aa7893	Predictive pursuit emerges in high-dimensional recurrent neural networks	INCLUDE	TIER_2	2	SCALING,NOVEL_BASIS
audited	tfidf	subcluster	S08	predictive / dynamical systems / decentralized	strongest	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	INCLUDE	TIER_1	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	tfidf	subcluster	S09	artificial agents / plumes / virtual	medoid	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S09	artificial agents / plumes / virtual	boundary	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S09	artificial agents / plumes / virtual	strongest	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S10	recurrent neural / recurrent / cognitive tasks	medoid	w_f1324a7120d5d1bd	Emergence of grid-like representations by training recurrent neural networks to perform spatial localization	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S10	recurrent neural / recurrent / cognitive tasks	boundary	w_38e23f5995c71d9b	Spatial reasoning via recurrent neural dynamics in mouse retrosplenial cortex	INCLUDE	TIER_2	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	tfidf	subcluster	S10	recurrent neural / recurrent / cognitive tasks	strongest	w_38e23f5995c71d9b	Spatial reasoning via recurrent neural dynamics in mouse retrosplenial cortex	INCLUDE	TIER_2	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	tfidf	subcluster	S11	hebbian / structure artificial / constants	medoid	w_34505df745b929e9	Random noise promotes slow heterogeneous synaptic dynamics important for robust working memory computation	INCLUDE	TIER_2	2	SCALING,NOVEL_BASIS
audited	tfidf	subcluster	S11	hebbian / structure artificial / constants	boundary	w_13098e9f9412a76e	Emergence and reconfiguration of modular structure for artificial neural networks during continual familiarity detection	EXCLUDE		0	
audited	tfidf	subcluster	S11	hebbian / structure artificial / constants	strongest	w_34505df745b929e9	Random noise promotes slow heterogeneous synaptic dynamics important for robust working memory computation	INCLUDE	TIER_2	2	SCALING,NOVEL_BASIS
audited	tfidf	subcluster	S12	function vectors / function vector / function-vector	medoid	w_39ca6ff1e5e8821c	Function Vectors in Large Language Models	EXCLUDE	TIER_3	1	COMPRESSION
audited	tfidf	subcluster	S12	function vectors / function vector / function-vector	boundary	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	tfidf	subcluster	S12	function vectors / function vector / function-vector	strongest	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	tfidf	subcluster	S13	in-context icl / icl / in-context	medoid	w_7ced2a0538a6bf26	A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S13	in-context icl / icl / in-context	boundary	w_848983c423304f71	Emergence and Effectiveness of Task Vectors in In-Context Learning: An Encoder Decoder Perspective	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	tfidf	subcluster	S13	in-context icl / icl / in-context	strongest	w_848983c423304f71	Emergence and Effectiveness of Task Vectors in In-Context Learning: An Encoder Decoder Perspective	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	tfidf	subcluster	S14	diversity / task diversity / subcircuits	medoid	w_7afa59979906b85f	What Needs to Go Right for an Induction Head? A Mechanistic Study of In-Context Learning Circuits and Their Formation	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	tfidf	subcluster	S14	diversity / task diversity / subcircuits	boundary	w_92e74bd4c6d552b0	Pretraining task diversity and the emergence of non-Bayesian in-context learning for regression	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S14	diversity / task diversity / subcircuits	strongest	w_8af770f5f86d5ac0	Distinct mechanisms underlying in-context learning in transformers	INCLUDE	TIER_1	3	SCALING,CRITICALITY,NOVEL_BASIS
audited	tfidf	subcluster	S15	misalignment / persona / fine-tuning	medoid	w_69468026d902ba92	An Emergent Mirage: Is Emergent Misalignment and Realignment Indeed a Robust Phenomenon?	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S15	misalignment / persona / fine-tuning	boundary	w_24c53f7838cefa65	Intrinsic Guardrails: How Semantic Geometry of Personality Interacts with Emergent Misalignment in LLMs	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S15	misalignment / persona / fine-tuning	strongest	w_8e2c23b49bc4d436	Actionable Activation Directions for Detecting and Mitigating Emergent Misalignment Across Language Model Families	EXCLUDE	TIER_3	1	COMPRESSION
audited	tfidf	subcluster	S16	reasoning types / implicit reasoning / transformers implicit	medoid	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S16	reasoning types / implicit reasoning / transformers implicit	boundary	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S16	reasoning types / implicit reasoning / transformers implicit	strongest	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S17	sparse autoencoders / saes / autoencoders	medoid	w_3e38a37eef49442d	Emergence and Evolution of Interpretable Concepts in Diffusion Models	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S17	sparse autoencoders / saes / autoencoders	boundary	w_47bf4f8fc88f3cb8	Emergent World Beliefs: Exploring Transformers in Stochastic Games	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S17	sparse autoencoders / saes / autoencoders	strongest	w_0f0102a18c705ec7	Interpreting Emergent Features in Deep Learning-based Side-channel Analysis	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S18	world / world simple / world representations	medoid	w_dee1d8642fb8ec4d	Linear Latent World Models in Simple Transformers: A Case Study on Othello-GPT	EXCLUDE	TIER_3	1	COMPRESSION
audited	tfidf	subcluster	S18	world / world simple / world representations	boundary	w_abf120cd18b386a4	Transformers Use Causal World Models in Maze-Solving Tasks	EXCLUDE	TIER_3	1	COMPRESSION
audited	tfidf	subcluster	S18	world / world simple / world representations	strongest	w_dee1d8642fb8ec4d	Linear Latent World Models in Simple Transformers: A Case Study on Othello-GPT	EXCLUDE	TIER_3	1	COMPRESSION
audited	tfidf	subcluster	S19	rlvr / dynamics large / large language	medoid	w_c4c37ad693a0f63e	Triple Phase Transitions: Understanding the Learning Dynamics of Large Language Models from a Neuroscience Perspective	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S19	rlvr / dynamics large / large language	boundary	w_308c48dc4aaa9e3f	Emergent modularity in large language models: Insights from aphasia simulations	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S19	rlvr / dynamics large / large language	strongest	w_c4c37ad693a0f63e	Triple Phase Transitions: Understanding the Learning Dynamics of Large Language Models from a Neuroscience Perspective	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S20	grounding / attention / compositional generalization	medoid	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task	INCLUDE	TIER_2	3	SCALING,NOVEL_BASIS,GENERALISATION
audited	tfidf	subcluster	S20	grounding / attention / compositional generalization	boundary	w_c630442fbffca0c4	Not Emergent by Accident: The Implicit Global Workspace as a Consequence of Transformer Optimization	EXCLUDE		0	
audited	tfidf	subcluster	S20	grounding / attention / compositional generalization	strongest	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task	INCLUDE	TIER_2	3	SCALING,NOVEL_BASIS,GENERALISATION
audited	tfidf	subcluster	S21	conceptual / lms / mathematics	medoid	w_3f4213b6cde6e5f0	Reasoning Circuits in Language Models: A Mechanistic Interpretation of Syllogistic Inference	EXCLUDE	TIER_3	1	COMPRESSION
audited	tfidf	subcluster	S21	conceptual / lms / mathematics	boundary	w_33b529766cc60dd2	What One Cannot, Two Can: Two-Layer Transformers Provably Represent Induction Heads on Any-Order Markov Chains	INCLUDE	TIER_2	2	COMPRESSION,SCALING
audited	tfidf	subcluster	S21	conceptual / lms / mathematics	strongest	w_a68de8b27948098c	Emergence and Function of Abstract Representations in Self-Supervised Transformers	INCLUDE	TIER_2	2	COMPRESSION,NOVEL_BASIS
audited	tfidf	subcluster	S22	hydra / hydra effect / remain poorly	medoid	w_125db4c2cf79214e	The Geometry of Thought: How Scale Restructures Reasoning In Large Language Models	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S22	hydra / hydra effect / remain poorly	boundary	w_7636520e4c22ae54	Grokking in the Wild: Data Augmentation for Real-World Multi-Hop Reasoning with Transformers	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S22	hydra / hydra effect / remain poorly	strongest	w_125db4c2cf79214e	The Geometry of Thought: How Scale Restructures Reasoning In Large Language Models	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S23	harmonic loss / harmonic / loss	medoid	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S23	harmonic loss / harmonic / loss	boundary	w_a03de8e37b580793	Rethinking the Harmonic Loss via Non-Euclidean Distance Layers	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S23	harmonic loss / harmonic / loss	strongest	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S24	pre-trained transformers / modularity / pre-trained	medoid	w_18bd4894e38b3c30	Emergent Modularity in Pre-trained Transformers	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S24	pre-trained transformers / modularity / pre-trained	boundary	w_e117d573dbd1bc5f	Unlocking Emergent Modularity in Large Language Models	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S24	pre-trained transformers / modularity / pre-trained	strongest	w_18bd4894e38b3c30	Emergent Modularity in Pre-trained Transformers	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S25	emotion / ignition / sparse attention	medoid	w_b0bbf9007eb97544	The semantic landscape paradigm for neural networks	EXCLUDE	TIER_3	0	
audited	tfidf	subcluster	S25	emotion / ignition / sparse attention	boundary	w_8ab30e3889d447fc	Learning Towards Emergence: Paving the Way to Induce Emergence by Inhibiting Monosemantic Neurons on Pre-trained Models	EXCLUDE	TIER_3	1	SCALING
audited	tfidf	subcluster	S25	emotion / ignition / sparse attention	strongest	w_7209270e01aef2a8	Emergent Capabilities Arise Randomly from Learning Sparse Attention Patterns	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	semantic	macro	M01	transformers / reasoning transformers / reasoning	medoid	w_943e3e1497c6a620	Transformers Struggle to Use Their Emergent World Models: Revisiting the Tower of Hanoi, and the Illusion of Thinking	EXCLUDE	TIER_3	0	
audited	semantic	macro	M01	transformers / reasoning transformers / reasoning	boundary	w_cb00fb1bab7f3b7f	Emergent Symbolic Mechanisms Support Abstract Reasoning in Large Language Models	INCLUDE	TIER_1	3	COMPRESSION,NOVEL_BASIS,GENERALISATION
audited	semantic	macro	M01	transformers / reasoning transformers / reasoning	strongest	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task	INCLUDE	TIER_2	3	SCALING,NOVEL_BASIS,GENERALISATION
audited	semantic	macro	M02	sparse attention / regular / transformer	medoid	w_de53e52135814667	Modeling Transformers as complex networks to analyze learning dynamics	EXCLUDE	TIER_3	0	
audited	semantic	macro	M02	sparse attention / regular / transformer	boundary	w_702044b6725a459d	On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability	EXCLUDE	TIER_3	1	NOVEL_BASIS
audited	semantic	macro	M02	sparse attention / regular / transformer	strongest	w_f94f564014be4c25	A Mechanistic Analysis of Transformers for Dynamical Systems	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	semantic	macro	M03	communication / rlvr / unveiling dynamics	medoid	w_f02966985885da33	Latent State Models of Training Dynamics	EXCLUDE	TIER_3	0	
audited	semantic	macro	M03	communication / rlvr / unveiling dynamics	boundary	w_928be1de7f678ed8	ExPLAIND: Unifying Model, Data, and Training Attribution to Study Model Behavior	EXCLUDE	TIER_3	0	
audited	semantic	macro	M03	communication / rlvr / unveiling dynamics	strongest	w_6d9aedbcf0365751	How Does Unfaithful Reasoning Emerge from Autoregressive Training? A Study of Synthetic Experiments	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	semantic	macro	M04	misalignment / persona / misaligned	medoid	w_69468026d902ba92	An Emergent Mirage: Is Emergent Misalignment and Realignment Indeed a Robust Phenomenon?	EXCLUDE	TIER_3	0	
audited	semantic	macro	M04	misalignment / persona / misaligned	boundary	w_78af69834e46633e	Trait-space Monitoring for Emergent Misalignment During Supervised Finetuning	EXCLUDE	TIER_3	0	
audited	semantic	macro	M04	misalignment / persona / misaligned	strongest	w_8e2c23b49bc4d436	Actionable Activation Directions for Detecting and Mitigating Emergent Misalignment Across Language Model Families	EXCLUDE	TIER_3	1	COMPRESSION
audited	semantic	macro	M05	language / large language / conceptual	medoid	w_4ed5458b1772d1f2	The Birth of Knowledge: Emergent Features across Time, Space, and Scale in Large Language Models	EXCLUDE	TIER_3	0	
audited	semantic	macro	M05	language / large language / conceptual	boundary	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	semantic	macro	M05	language / large language / conceptual	strongest	w_a68de8b27948098c	Emergence and Function of Abstract Representations in Self-Supervised Transformers	INCLUDE	TIER_2	2	COMPRESSION,NOVEL_BASIS
audited	semantic	macro	M06	grokking / generalization / grokking neural	medoid	w_9977306cc3994536	Exploring Grokking: Experimental and Mechanistic Investigations	EXCLUDE	TIER_3	0	
audited	semantic	macro	M06	grokking / generalization / grokking neural	boundary	w_500a287f07071ec8	Learning Modular Exponentiation with Transformers	EXCLUDE	TIER_3	0	
audited	semantic	macro	M06	grokking / generalization / grokking neural	strongest	w_f3172e652cebe4b6	Progress Measures for Grokking via Mechanistic Interpretability	INCLUDE	TIER_1	4	SCALING,CRITICALITY,COMPRESSION,NOVEL_BASIS
audited	semantic	macro	M07	harmonic / quantum / harmonic loss	medoid	w_8c5442dfb760aae0	Spectral phase transitions and trainability in neural network learning dynamics	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	semantic	macro	M07	harmonic / quantum / harmonic loss	boundary	w_cddfb17d263e3744	Explaining Grokking and Information Bottleneck through Neural Collapse Emergence	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	semantic	macro	M07	harmonic / quantum / harmonic loss	strongest	w_25ba5099b834e43a	On the Mechanism and Dynamics of Modular Addition: Fourier Features, Lottery Ticket, and Grokking	INCLUDE	TIER_1	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	semantic	macro	M08	synaptic / spiking / hebbian	medoid	w_ba81662b1200a880	Criticality meets learning: Criticality signatures in a self-organizing recurrent neural network	EXCLUDE	TIER_3	1	SCALING
audited	semantic	macro	M08	synaptic / spiking / hebbian	boundary	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †	INCLUDE	TIER_2	3	SCALING,COMPRESSION,CRITICALITY
audited	semantic	macro	M08	synaptic / spiking / hebbian	strongest	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †	INCLUDE	TIER_2	3	SCALING,COMPRESSION,CRITICALITY
audited	semantic	macro	M09	binding / subcircuits / plateau	medoid	w_0308d55890a5b9c6	On the Emergence of Induction Heads for In-Context Learning	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	semantic	macro	M09	binding / subcircuits / plateau	boundary	w_63db75cd5e03c2b8	Bridging Lottery Ticket and Grokking: Understanding Grokking from Inner Structure of Networks	INCLUDE	TIER_1	3	SCALING,CRITICALITY,NOVEL_BASIS
audited	semantic	macro	M09	binding / subcircuits / plateau	strongest	w_8af770f5f86d5ac0	Distinct mechanisms underlying in-context learning in transformers	INCLUDE	TIER_1	3	SCALING,CRITICALITY,NOVEL_BASIS
audited	semantic	macro	M10	localization / spatial / tuning	medoid	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation	INCLUDE	TIER_2	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	semantic	macro	M10	localization / spatial / tuning	boundary	w_cfed60f0df988968	Emergent Outlier View Rejection in Visual Geometry Grounded Transformers	EXCLUDE	TIER_3	1	NOVEL_BASIS
audited	semantic	macro	M10	localization / spatial / tuning	strongest	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation	INCLUDE	TIER_2	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	semantic	subcluster	S01	relational structure / reasoning / reasoning types	medoid	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	EXCLUDE	TIER_3	1	SCALING
audited	semantic	subcluster	S01	relational structure / reasoning / reasoning types	boundary	w_943e3e1497c6a620	Transformers Struggle to Use Their Emergent World Models: Revisiting the Tower of Hanoi, and the Illusion of Thinking	EXCLUDE	TIER_3	0	
