corpus	work_id	title	verdict	text_policy	characters	semantic_tokens_before_truncation	semantic_chunked	semantic_truncated	analysis_text
included	w_b19041cd869bacfa	Post-Grokking Collapse at the Representation-Readout Interface in Muon-Trained Transformers	INCLUDE	supported-claims-results	635	126	0	0	Title: Post-Grokking Collapse at the Representation-Readout Interface in Muon-Trained Transformers. Claim: The isolated task-aligned Fourier family remains sufficient during masking failure. Supporting result: Fourier filtering retains perfect accuracy in the reduced family at 43 checkpoints; removing the adversarial remainder or rescaling the family restores up to 99.9%. Claim: Representation-readout dynamics cause post-grokking failure over training. Supporting result: Checkpoint and bit-identical freeze experiments across configurations and five seeds causally connect optimizer-driven interface motion to lost generalization.
included	w_85b812c5c78e647c	Predicting the Emergence of Induction Heads in Language Model Pretraining	INCLUDE	supported-claims-results	565	104	0	0	Title: Predicting the Emergence of Induction Heads in Language Model Pretraining. Claim: Induction-head metrics and associative recall change abruptly together. Supporting result: Controlled repetition-frequency and reliability sweeps produce a stable formation boundary across natural and synthetic environments, with matched behavioral transition. Claim: Batch size and context size predict when induction heads form. Supporting result: Natural, semi-natural, and synthetic sweeps link data exposure and internal head formation to associative-recall/ICL behavior.
included	w_d27b97e00fa37f8b	Prediction horizon shapes representations in predictive learning	INCLUDE	supported-claims-results	1046	196	0	0	Title: Prediction horizon shapes representations in predictive learning. Claim: Long-horizon prediction learns a low-dimensional state representation that preserves predictive structure. Supporting result: Participation ratio, effective-rank, rank-truncation, and held-out-pair tests show selective concentration into state/action directions sufficient for prediction and associated with better OOD accuracy. Claim: Predictive learning spontaneously recovers the environment's latent manifold. Supporting result: One-hot observations remove prior neighborhood geometry and no manifold regularizer is used; formal OLS/implicit-bias analysis, nonlinear controls, rank truncation, and held-out behavior connect the learned geometry to prediction. Claim: Prediction horizon and depth control recovery of latent task geometry. Supporting result: Horizon, environment size, depth, architecture, and dataset series reorganize hidden states from unstructured solutions to latent manifolds while improving compositional and out-of-distribution prediction.
included	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	INCLUDE	supported-claims-results	927	161	0	0	Title: Predictive learning as a network mechanism for extracting low-dimensional latent space representations. Claim: Predictive learning extracts a low-dimensional manifold from high-dimensional observations. Supporting result: The representation selectively retains latent position/action variables while discarding sensor color; prediction and 12 non-predictive/noise controls establish functional value. Claim: The learned representation inherits the latent environment's group geometry. Supporting result: Without latent-coordinate supervision, recurrent dynamics form a formally characterized group representation used to transform actions into future predictions. Claim: Latent-space signal transfers into leading representation modes during learning. Supporting result: Training trajectories link predictive error to a qualitative manifold reorganization in progressively harder tasks, including 50-network comparisons.
included	w_cf357442f5aa7893	Predictive pursuit emerges in high-dimensional recurrent neural networks	INCLUDE	supported-claims-results	761	138	0	0	Title: Predictive pursuit emerges in high-dimensional recurrent neural networks. Claim: Pursuit training produces egocentric target coordinates despite receiving no egocentric target input. Supporting result: The learned coordinate-like tuning is formally quantified, distinguishes current from prospective states, and target-unit versus random-unit ablations selectively impair pursuit, establishing use by the recurrent controller. Claim: Reservoir rank controls the appearance of allocentric prospective pursuit representations. Supporting result: Rank sweeps from ten to one thousand connect high-dimensional recurrent organization to predictive target trajectories and pursuit performance across thirty networks, with objective, readout, and unit controls.
included	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation	INCLUDE	supported-claims-results	1327	233	0	0	Title: Predictive sequence learning in the hippocampal formation. Claim: Temporal prediction compresses redundant sensory inputs into localized sequential representations. Supporting result: Across ten localization networks, predictive hidden states carry more position information than high-dimensional inputs and current-loss controls; for MNIST sequences they retain class/sequence structure while generating the next images and completing withheld suffixes, which non-predictive controls do not. Claim: Sequence training produces a sparse Toeplitz recurrent organization with line-attractor dynamics. Supporting result: Without a prescribed recurrent connectivity pattern, training yields a formally characterized near-Toeplitz/Mexican-hat organization; the recurrent state itself generates ordered replay from noise and completes partial sequences, linking the learned manifold to model behavior. Claim: Error-coded CA1 responses appear rapidly while the CA3 internal representation develops over repeated experience. Supporting result: Training exposure after an environment switch moves the model from immediate CA1 prediction-error coding to a learned CA3 sequence representation; the resulting recurrent organization generates replay and pattern completion, with familiar/noisy-environment and non-predictive controls.
included	w_f3172e652cebe4b6	Progress Measures for Grokking via Mechanistic Interpretability	INCLUDE	supported-claims-results	1657	308	0	0	Title: Progress Measures for Grokking via Mechanistic Interpretability. Claim: The generalizing computation compresses modular addition into a small set of Fourier directions and a sparse circuit. Supporting result: Five key frequencies explain 95% of logit variance; ten sine/cosine directions support low loss; ablating a key frequency destroys performance while ablating the other roughly 95% of frequencies does not and can improve loss. Claim: Grokking is a transition between memorizing and generalizing organizational regimes linked to a rapid behavioral change. Supporting result: At a distinct training interval, test loss drops while Fourier-component sparsity rises sharply during cleanup; the corresponding trajectories are reproduced for four additional random seeds and checked under architecture, modulus, and regularization variations. Claim: The transformer learns a Fourier/trigonometric coordinate system for modular addition that was not prescribed by the architecture. Supporting result: Weights and activations implement addition as rotations in learned frequency coordinates; the structure is mathematically reconstructed and causally tested by Fourier-space ablations, and generalizing runs learn variants of the same algorithm. Claim: Training progression produces a qualitative reorganization from memorization to a sparse Fourier circuit and then cleanup, enabling generalization. Supporting result: Training epoch is logged against restricted/excluded loss, Fourier sparsity, and behavior; the circuit-formation and cleanup phases reorganize the learned computation and precede or accompany test generalization across five seeds.
included	w_248da8719a3b92f1	Quantum-data-driven dynamical transition in quantum learning	INCLUDE	supported-claims-results	740	143	0	0	Title: Quantum-data-driven dynamical transition in quantum learning. Claim: Crossing a target-state boundary produces a dynamical bifurcation in the learned QNTK. Supporting result: Fixed-point stability and topological charge identify the internal transition and predict the convergence-class change; perturbation analyses, numerical tests, and twelve device rounds reproduce the paired kernel/error dynamics. Claim: Quantum target constraints control a qualitative change in learned kernel and error dynamics. Supporting result: Target-value, data-count, and depth conditions separate fixed-point classes of the learned QNTK and pair them with exponential or polynomial training convergence in theory, simulation, and quantum-device runs.
included	w_34505df745b929e9	Random noise promotes slow heterogeneous synaptic dynamics important for robust working memory computation	INCLUDE	supported-claims-results	1026	204	0	0	Title: Random noise promotes slow heterogeneous synaptic dynamics important for robust working memory computation. Claim: Noise training creates a cell-type-specific slow inhibitory eigenmode organization used to maintain stimulus information. Supporting result: Although per-unit time constants are learnable parameters, preferential inhibitory specialization is not imposed. Spectral stability, stimulus-selective activity, fixed-excitatory-time-constant, and task controls connect the learned dominant modes to persistent working-memory behavior. Claim: Training-noise level controls a qualitative specialization of inhibitory dynamics tied to working-memory robustness. Supporting result: Six noise-channel levels across fifty random initializations shift learned inhibitory decay constants and dominant eigenmodes toward slower near-boundary dynamics while changing training success, long-delay accuracy, and perturbation resilience; no-noise, fixed-parameter, cell-ratio, and non-memory-task controls delimit the effect.
included	w_71088ab66e735f6d	Recurrent Neural Networks Learn to Store and Generate Sequences using Non-Linear Representations	INCLUDE	supported-claims-results	762	136	0	0	Title: Recurrent Neural Networks Learn to Store and Generate Sequences using Non-Linear Representations. Claim: Narrow recurrent networks learn an onion-like scaled-token coordinate system for sequence memory. Supporting result: The nonlinear code is not prescribed, is mathematically characterized across token positions, and interventions that preserve its structure recover about ninety percent of autoregressive decoding while destructive controls impair behavior. Claim: Network width changes the sequence representation from nonlinear onion storage to a linear code. Supporting result: Widths from 48 to 1024 and training trajectories connect the internal-code switch to sequence reconstruction, with five-run replications and representation interventions.
included	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †	INCLUDE	supported-claims-results	1328	251	0	0	Title: Redundant representations help generalization in wide neural networks * , †. Claim: A small random chunk of the learned final representation faithfully preserves the task information in the full layer. Supporting result: Without retraining, sufficiently large neuron subsets retain near-zero training error and the full network's test scaling, linearly reconstruct nearly all full-layer variance, and leave only weakly correlated residuals, directly demonstrating a smaller functional representation. Claim: Representation redundancy appears only beyond a critical interpolation-linked width. Supporting result: The internal redundancy onset is paired with the zero-training-error boundary and a change to inverse-square-root generalization scaling; repeated random chunks, multiple architectures and datasets, plus regularization and training-duration controls reproduce and move the boundary. Claim: Increasing width beyond interpolation reorganizes the final representation into redundant task-feature copies. Supporting result: Width series across fully connected, DenseNet, Wide-ResNet, and ResNet models link the onset and increasing number of redundant chunks to zero training error and continued test-error improvement; architecture, early-stopping, and weight-decay controls remove the organization as predicted.
included	w_de78b34865a33cc1	Sequential predictive learning is a unifying theory for hippocampal representation and replay	INCLUDE	supported-claims-results	876	163	0	0	Title: Sequential predictive learning is a unifying theory for hippocampal representation and replay. Claim: Sequential prediction learns a continuous attractor reflecting environmental geometry. Supporting result: From spatially ambiguous egocentric images and without assigned place coordinates, the recurrent system learns a formally measured attractive manifold that generates coherent sensory-associated replay, recent-location recall, and head-direction-guided novel trajectories. Claim: At least two predicted timesteps are required for an attractive cognitive map and replay. Supporting result: Prediction-horizon sweeps from zero to six steps pair the onset of a continuous attractor with coherent, plausible offline trajectories; nine-seed, hyperparameter, action-code, architecture, geometry, ambiguity, and continuous-environment controls reproduce the transition.
included	w_38e23f5995c71d9b	Spatial reasoning via recurrent neural dynamics in mouse retrosplenial cortex	INCLUDE	supported-claims-results	1381	241	0	0	Title: Spatial reasoning via recurrent neural dynamics in mouse retrosplenial cortex. Claim: A roughly three-dimensional recurrent manifold retains the variables needed for spatial hypothesis updating. Supporting result: Correlation dimension, stable pairwise dynamics, and a 128-unit versus random-network control establish a compact state; the manifold retains landmark, displacement, and hypothesis information, performs near-Bayesian localization, and attracts large perturbations back to functional trajectories. Claim: The recurrent network learns multimodal hypothesis states and a displacement-to-location coordinate transformation. Supporting result: Landmark identities and hypothesis coordinates are not provided. Correlation dimension and attractor trajectories formally characterize the learned states, and controls that reveal landmark identity remove the bimodal code while the original dynamics maintain, update, and use it for choices. Claim: Navigation learning produces a low-dimensional recurrent hypothesis organization paired with successful reasoning. Supporting result: Low-performing training sessions and matched random-recurrent controls lack the acquired organization, while trained networks and learned animals develop hypothesis states that predict correct choices; architectures, environments, initializations, and animals replicate the relationship.
included	w_b1a722c7add3a18c	Specialization of softmax attention heads: insights from the high-dimensional single-location model	INCLUDE	supported-claims-results	751	136	0	0	Title: Specialization of softmax attention heads: insights from the high-dimensional single-location model. Claim: Heads specialize rapidly when optimization escapes a symmetric saddle. Supporting result: The internal order parameters and prediction loss change together at saddle escape, with one hundred independent runs, high-dimensional theory, finite-model simulations, and an image-data control replicating the transition. Claim: Training time reorganizes attention heads from a shared average into sequentially specialized predictors. Supporting result: Gradient-flow theory and training trajectories connect head order parameters to loss reduction; dimensional, signal, initialization, and MNIST controls reproduce the specialization sequence.
included	w_a124ea491b1e38a3	Spectral Entropy Collapse as a Phase Transition in Delayed Generalisation: An Interventional and Predictive Framework for Grokkin	INCLUDE	supported-claims-results	655	119	0	0	Title: Spectral Entropy Collapse as a Phase Transition in Delayed Generalisation: An Interventional and Predictive Framework for Grokkin. Claim: Representations concentrate into task-structured directions. Supporting result: Entropy reduction retains Fourier task structure; norm-matched representation mixing delays both the reduction and grokking, while MLP controls delimit sufficiency. Claim: Spectral entropy collapse precedes delayed generalisation during training. Supporting result: Across training checkpoints, tasks, architectures, and seeds, task-aligned spectral concentration develops before accuracy; mixing interventions shift both timings.
included	w_8c5442dfb760aae0	Spectral phase transitions and trainability in neural network learning dynamics	INCLUDE	supported-claims-results	591	113	0	0	Title: Spectral phase transitions and trainability in neural network learning dynamics. Claim: A dynamical BBP transition occurs at a critical time and step size. Supporting result: The exact teacher-student boundary predicts eigenvalue detachment and performance regimes; nonlinear, multilayer, and stochastic simulations serve as independent controls. Claim: An isolated signal eigenvalue emerges from the random bulk during training. Supporting result: Time, step size, variance, and sample-load sweeps connect spectral signal alignment to trainability in analytic and nonlinear networks.
included	w_4ec0813caf380920	Structure-Specific Representational Priors Causally Control the Grokking Delay	INCLUDE	supported-claims-results	651	119	0	0	Title: Structure-Specific Representational Priors Causally Control the Grokking Delay. Claim: Generalization requires concentration into the task's periodic feature family. Supporting result: Top-frequency concentration and held-out class clustering are selectively retained in successful runs; structurally matched interventions and norm controls establish functional relevance. Claim: The delay is the time required to form task-structured representations. Supporting result: Representation probes evolve through training and predict generalization in all 95 runs; true, sibling, shuffled, and exact norm-replay interventions alter the trajectories.
included	w_5c54f66764cf4f97	Temporal hierarchy in spiking neural networks	INCLUDE	supported-claims-results	731	134	0	0	Title: Temporal hierarchy in spiking neural networks. Claim: Homogeneously initialized spiking networks spontaneously form a layerwise temporal hierarchy. Supporting result: Individual time constants are learned without a prescribed hierarchy, are formally summarized by layer and depth, and imposed, reversed, frozen, and shuffled controls show that the resulting organization supports multiscale temporal computation. Claim: Task hierarchy and network depth control a layerwise hierarchy of learned neuronal time constants. Supporting result: Temporal-amplitude, depth, imposed/reversed-hierarchy, and task controls connect the learned time-constant allocation to temporal XOR and speech-event performance across repeated trials.
included	w_f05eeedb3d84fbb7	The Geometry of Multi-Task Grokking: Transverse Instability, Superposition, and Weight Decay Phase Structure	INCLUDE	supported-claims-results	693	129	0	0	Title: The Geometry of Multi-Task Grokking: Transverse Instability, Superposition, and Weight Decay Phase Structure. Claim: A transverse-instability transition separates the memorizing and generalizing regimes. Supporting result: The rapid internal transition is replicated across modular operations and seeds; deleting orthogonal gradient components prevents the matched generalization transition while norm-matched controls do not. Claim: Weight decay controls qualitative internal regimes in multi-task grokking. Supporting result: Checkpointed attention spectra and trajectory geometry vary across weight-decay, task, and seed controls in step with the memorization/generalization regimes.
included	w_e0964d9cc077c1f7	The Kinetics of Training: A Driven-Nucleation Rate Law for Emergence, Plasticity Loss, and Circuit Control in Language Models	INCLUDE	supported-claims-results	650	129	0	0	Title: The Kinetics of Training: A Driven-Nucleation Rate Law for Emergence, Plasticity Loss, and Circuit Control in Language Models. Claim: A capability ignites when a no-partial-credit circuit alignment barrier is crossed. Supporting result: Preregistered predictions, held-out models, 32 ablation cells, scheduled ignition, and query-key reinitialization establish an abrupt circuit/capability boundary. Claim: Capability arrival depends on missing circuit parts across training and scale. Supporting result: Pythia checkpoints across seven capabilities and three scales connect circuit-part alignment, precursor strength, and behavioral ignition.
included	w_4ae2e575bb61224a	The mechanistic basis of data dependence and abrupt learning in an in-context classification task	INCLUDE	supported-claims-results	591	111	0	0	Title: The mechanistic basis of data dependence and abrupt learning in an in-context classification task. Claim: ICL is driven by the abrupt emergence of an induction head. Supporting result: Six-seed curves show reproducible circuit and accuracy jumps; parameter ablations and a predictive phenomenological model rule out alternative operation sequences. Claim: An induction head forms during training and drives ICL. Supporting result: Checkpoint progress measures in the full and minimal networks track circuit construction and behavior across six seeds and controlled data distributions.
included	w_97808c92883566a2	Thinking Sparks!: Emergent Attention Heads in Reasoning Models During Post Training	INCLUDE	supported-claims-results	637	116	0	0	Title: Thinking Sparks!: Emergent Attention Heads in Reasoning Models During Post Training. Claim: Post-training creates functionally specialized attention-head circuits for reasoning. Supporting result: The head roles are learned rather than assigned, are characterized by task-specific activation and information flow, and causal head ablation/scaling changes benchmark reasoning behavior. Claim: Specialized reasoning heads appear and are pruned across post-training stages. Supporting result: Post-training checkpoints, reward regimes, and model-family controls connect head recruitment and survival to reasoning accuracy and reward.
included	w_5fc248e95ef96553	Towards Empirical Interpretation of Internal Circuits and Properties in Grokked Transformers on Modular Polynomials	INCLUDE	supported-claims-results	614	114	0	0	Title: Towards Empirical Interpretation of Internal Circuits and Properties in Grokked Transformers on Modular Polynomials. Claim: Grokked embeddings use sparse, operation-specific Fourier components. Supporting result: Restricted/ablated Fourier losses and pre-grokked transfer tests show when the reduced significant-frequency representation preserves or disrupts task performance. Claim: Fourier progress measures decrease with test-accuracy improvement. Supporting result: Three-seed training trajectories across arithmetic and polynomial tasks link internal Fourier reorganization to grokking and co-grokking.
included	w_29ea95f17f21c7ac	Transformers for dynamical systems learn transfer operators in-context	INCLUDE	supported-claims-results	741	138	0	0	Title: Transformers for dynamical systems learn transfer operators in-context. Claim: The same learned dynamical-system mechanism transfers zero-shot between distinct systems. Supporting result: Models trained on one system are evaluated on qualitatively different systems across hundreds of train/test pairs; delay-embedding, Markov, and parroting controls plus operator analyses document reuse of the same mechanism. Claim: A transformer learns delay-coordinate state reconstruction and a transfer-operator computation. Supporting result: Neither latent state coordinates nor the operator are supplied; the learned attention computation is formally matched to delay embedding and transfer operators and predicts future dynamics in context.
included	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task	INCLUDE	supported-claims-results	1155	209	0	0	Title: Unveiling Transformers with LEGO: a synthetic reasoning task. Claim: An attention mechanism learned during unrelated language pretraining is reused for the LEGO reasoning family. Supporting result: The same association pattern is documented before and after transfer from natural-language pretraining, randomized-token and shortcut-resistant task variants rule out lexical memorization, and three-run BERT/ALBERT tests replicate longer-chain generalization. Claim: Transformers learn an identical-token association structure used to propagate equality constraints. Supporting result: The attention pattern is learned rather than supplied, is explicitly characterized at head and layer level, and architectural imitation plus removal/replacement controls establish its functional role in multi-step reasoning. Claim: Pretraining, depth, and sequence length control the formation and routing of reasoning-relevant attention structure. Supporting result: Random initialization, pretrained BERT/ALBERT, depth, and data controls connect association/manipulation heads and information-flow order to length-generalization behavior across independent runs.
included	w_f5f5600670f31041	Weight Decay Regimes in Grokking Transformers: Cheap Online Diagnostics	INCLUDE	supported-claims-results	704	130	0	0	Title: Weight Decay Regimes in Grokking Transformers: Cheap Online Diagnostics. Claim: A localized weight-decay threshold separates internal and behavioral phases. Supporting result: Bootstrap and jackknife threshold estimates use hundreds of runs; multi-task and cross-architecture replications plus paired head reinitialization and norm-clipping controls isolate attention-pattern structure at the transition. Claim: Weight decay controls memorization, developmental, and collapse regimes in attention organization. Supporting result: Dense weight-decay, model-scale, task, architecture, and long-horizon series pair attention coordination/differentiation with the corresponding generalization regimes.
included	w_7afa59979906b85f	What Needs to Go Right for an Induction Head? A Mechanistic Study of In-Context Learning Circuits and Their Formation	INCLUDE	supported-claims-results	1259	240	0	0	Title: What Needs to Go Right for an Induction Head? A Mechanistic Study of In-Context Learning Circuits and Their Formation. Claim: Interacting induction subcircuits cause a sharp training transition from chance-level behavior to near-perfect in-context generalization. Supporting result: Loss and accuracy change sharply at the same training interval that induction strength rises. Clamping the match/copy components throughout training sharpens, advances, or removes the phase profile, causally showing how three smoothly learned subcircuits generate the discontinuity. Data controls shift the transition and the main mechanism replicates over five model initializations. Claim: Training progression and controlled increases in task complexity reorganize the induction circuit and shift when in-context learning forms. Supporting result: Sequences seen is an explicit training control variable: a loss plateau gives way to near-perfect test accuracy while induction heads form. Increasing class count or label count delays distinct subcircuits and the full transition, and training-time clamping isolates the mechanisms producing those shifts. Central subcircuit results hold across five initialization seeds and scaling trends reproduce across most seeds.
included	w_33b529766cc60dd2	What One Cannot, Two Can: Two-Layer Transformers Provably Represent Induction Heads on Any-Order Markov Chains	INCLUDE	supported-claims-results	880	175	0	0	Title: What One Cannot, Two Can: Two-Layer Transformers Provably Represent Induction Heads on Any-Order Markov Chains. Claim: A two-layer, one-head-per-layer transformer compactly represents any conditional k-gram through a dyadic context code and matching operation. Supporting result: The constructive proof encodes the length-k context in the first layer and matches it in the second with one head per layer and compact parameter/precision bounds, avoiding the exponential-width one-layer alternative. Claim: Increasing depth from one to two layers creates a qualitatively new internal organization that efficiently implements higher-order induction. Supporting result: Depth is the explicit variable: one layer requires exponential width, while two single-head layers implement distinct context-encoding and context-matching stages and recover the conditional k-gram behavior.
included	w_5362be8fefcfa6c2	When and Where: A Model Hippocampal Network Unifies Formation of Time Cells and Place Cells	INCLUDE	supported-claims-results	1034	199	0	0	Title: When and Where: A Model Hippocampal Network Unifies Formation of Time Cells and Place Cells. Claim: Masked reconstruction learns distinct place-cell-like and time-cell-like recurrent representations. Supporting result: Uniformly initialized recurrence develops formally measured spatial or sequential temporal codes without those hidden coordinates being assigned; the recurrent state predicts fully masked intervals, and recurrent-matrix replacement plus input/output randomization isolates the learned recurrent regime as the source of sequential coding while reconstruction readout establishes functional use. Claim: Changing the balance and availability of spatial and temporal inputs reorganizes the hidden representation. Supporting result: Event-duration, spatial-mask, and fixed-dimension channel-ratio series move the same predictive autoencoder between place-like, mixed, and time-like population regimes while it reconstructs withheld sensory trajectories; pure spatial and temporal tasks serve as endpoint controls.
included	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	INCLUDE	supported-claims-results	886	181	0	0	Title: Which Attention Heads Matter for In-Context Learning?. Claim: A small set of function-vector heads contains a compact task representation sufficient to recover much of ICL behavior. Supporting result: Preserving the top 2% FV heads preserves ICL accuracy under broader ablation; summing selected task-conditioned head outputs into one function vector and injecting it into shuffled prompts recovers most clean-run accuracy for all but Pythia 2.8B. Claim: Increasing model size and training time reorganizes important ICL heads from induction-like heads toward function-vector heads, with the latter increasingly supporting few-shot ICL. Supporting result: Model size and training checkpoint are explicit variables; FV-head ablation becomes more behaviorally consequential in larger models, and tracked individual heads lose induction score while gaining FV score during training.
included	w_9f42a69c53e47f06	Why the Brain Consolidates: Predictive Forgetting for Optimal Generalisation	INCLUDE	supported-claims-results	744	142	0	0	Title: Why the Brain Consolidates: Predictive Forgetting for Optimal Generalisation. Claim: Learned refinement selectively removes input information while retaining task-relevant information. Supporting result: Mutual-information estimates, held-out cross-fitting, regularization controls, and replay tests show a reduced representation with preserved or improved prediction rather than indiscriminate collapse. Claim: Iterative refinement depth and capacity control progressive predictive forgetting and generalization. Supporting result: Refinement-step, model, objective, and dataset series show nuisance information falling while label information and test performance improve across five vision datasets, GSM8K, and fifty-seed simulations.
audited	w_7ced2a0538a6bf26	A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning	EXCLUDE	explicit-claims-results	2123	430	0	0	Title: A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning. Claim: In-context learning enables transformers to adapt to new tasks from a few examples at inference time, while grokking highlights that this generalization can emerge… Supporting result: A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning Abdessamed Qchohi abdessamed.qchohi@eurecom.fr EURECOM, France Simone Rossi simone.rossi@eurecom.fr EURECOM, France Abstract In-context learning enables transformers to adapt to new tasks from a few examples at inference time, while grokking highlights that this general- ization can emerge abruptly only after prolonged training. Claim: In-context learning enables transformers to adapt to new tasks from a few examples at inference time, while grokking highlights that this generalization can emerge… Supporting result: Additionally, we provide theoretical support with a simplified Bayesian linear model, showing that asymptotically both delayed generalization and uncertainty peaks arise from the same underlying spectral mechanism, which links grokking time to uncertainty dynamics. 1 Introduction In-Context Learning (ICL) has emerged as a powerful paradigm in which Large Language Models (LLMs) can learn to perform new tasks by conditioning on a few examples provided in the input prompt (Brown et al., 2020). Claim: In-context learning enables transformers to adapt to new tasks from a few examples at inference time, while grokking highlights that this generalization can emerge… Supporting result: Additionally, we provide theoretical support with a simplified Bayesian linear model, showing that asymptotically both delayed generalization and uncertainty peaks arise from the same underlying spectral mechanism, which links grokking time to uncertainty dynamics. 1 Introduction In-Context Learning (ICL) has emerged as a powerful paradigm in which Large Language Models (LLMs) can learn to perform new tasks by conditioning on a few examples provided in the input prompt (Brown et al., 2020).
audited	w_094c3309bf13cd4c	A Critical Period for Compositional Visual Grounding? Controlled Block Order and Causal Attention Interventions in a Small Vision–Language Transformer	EXCLUDE	explicit-claims-results	1648	355	0	0	Title: A Critical Period for Compositional Visual Grounding? Controlled Block Order and Causal Attention Interventions in a Small Vision–Language Transformer. Claim: A Critical Period for Compositional Visual Grounding? Supporting result: Controlled Block Order and Causal Attention Interventions in a Small Vision–Language Transformer Zuo Yuchen Devi Ahilya Vishwavidyalaya Research Article Keywords: visual grounding, compositional generalization, critical periods, curriculum learning, vision– language transformers, activation patching, mechanistic interpretability Posted Date: August 6th, 2026 DOI: https://doi.org/10.21203/rs.3.rs-10594938/v1 License:   This work is licensed under a Creative Commons Attribution 4.0 International License. Claim: The primary test used reciprocal 2 × 2 groups: each of two same-word captions was correct for one image and the foil for its… Supporting result: Controlled Block Order and Causal Attention Interventions in a Small Vision–Language Transformer Zuo Yuchen Devi Ahilya Vishwavidyalaya Research Article Keywords: visual grounding, compositional generalization, critical periods, curriculum learning, vision– language transformers, activation patching, mechanistic interpretability Posted Date: August 6th, 2026 DOI: https://doi.org/10.21203/rs.3.rs-10594938/v1 License:   This work is licensed under a Creative Commons Attribution 4.0 International License. Claim: A small cross-modal transformer was trained from scratch on procedurally rendered colored shapes. Supporting result: Developmental interpretability instead follows internal mechanisms as they form and tests them with intervention.
audited	w_c05624cc0be4c2cb	A jamming transition from under- to over-parametrization affects generalization in deep learning	INCLUDE	explicit-claims-results	717	150	0	0	Title: A jamming transition from under- to over-parametrization affects generalization in deep learning. Claim: The number of unsatisfied constraints jumps discontinuously at the jamming line. Supporting result: The internal discontinuity and behavioral cusp are reproduced across sample sizes, depths, losses, activations, and random versus structured data; early stopping removes the cusp as predicted. Claim: Width and sample count control a qualitative loss-landscape regime change tied to generalization. Supporting result: Systematic parameter/sample sweeps connect the satisfiable/unsatisfiable constraint organization and Hessian geometry to training fit and a cusp in test error across random data and MNIST.
audited	w_f94f564014be4c25	A Mechanistic Analysis of Transformers for Dynamical Systems	INCLUDE	explicit-claims-results	759	147	0	0	Title: A Mechanistic Analysis of Transformers for Dynamical Systems. Claim: A three-dimensional latent state learned from scalar histories preserves the system's predictive dynamics. Supporting result: The compact latent supports held-out forecasting and reconstruction of the higher-dimensional flow field; context and latent-dimension ablations plus five-fold cross-validation establish faithful functional retention. Claim: Context length and latent dimension control recovery of a predictive dynamical-system state. Supporting result: Context, latent-width, parameter-conditioning, and architecture controls connect the change from folded to separated latent geometry to forecasting and flow-field reconstruction over ten seeds and cross-validation folds.
audited	w_3f7299052e18118d	A Neural Network Model of Free Recall Learns Multiple Memory Strategies	INCLUDE	explicit-claims-results	1325	252	0	0	Title: A Neural Network Model of Free Recall Learns Multiple Memory Strategies. Claim: The best free-recall models compress list content into a stimulus-invariant serial-index scaffold that supports efficient and robust retrieval. Supporting result: Index explains substantially more hidden-state variance for the memory-palace strategy, cross-decodes across items and study/response phases, and the same recurrent state is the cosine-similarity cue used to retrieve stored memories; the strategy has the best accuracy and noise robustness. Claim: The learned index abstraction generalizes across unseen item sets, phases, and recall tasks. Supporting result: Eight-to-64-item cross-decoding and study-to-response decoding test invariance inside the same free-recall setup; conditional-recall networks are trained separately and adopt task-specialized strategies. Claim: The network learns an item-independent serial-position coordinate system analogous to a memory palace, without a prescribed recall order. Supporting result: Across trained populations, a stable positional trajectory distinct from temporal-context strategies emerges despite reward being indifferent to recall order; it is reinstated during retrieval, linked to forward recall, and its incidence shifts predictably with discount and memory-flush controls.
audited	w_07d5eb02f4e65497	A phase transition between positional and semantic learning in a solvable model of dot-product attention	INCLUDE	explicit-claims-results	838	150	0	0	Title: A phase transition between positional and semantic learning in a solvable model of dot-product attention. Claim: A phase boundary separates positional and semantic attention regimes. Supporting result: At the predicted critical sample load, the positional order parameter gives way to semantic alignment while generalization crosses the positional-baseline boundary; analytic loss-landscape results and repeated finite-size simulations locate the same transition. Claim: Increasing sample complexity shifts attention from positional to semantic solutions. Supporting result: Sweeps over sample load alpha connect a switch in the semantic and positional order parameters to the validation-MSE advantage of the semantic solution; 24 problem instances, 30-run finite-size tests, and matrix/architecture controls reproduce the regimes.
audited	w_a5e46f75ed09651c	A Rationale from a Frequency Perspective for Grokking in Training Neural Networks	EXCLUDE	explicit-claims-results	179	38	0	0	Title: A Rationale from a Frequency Perspective for Grokking in Training Neural Networks. Claim: A Rationale from a Frequency Perspective for Grokking in Training Neural Networks.
