corpus	method	work_id	title	year	verdict	tier	claimed_count	supported_count	supported_criteria	macro_cluster	subcluster	macro_silhouette	subcluster_silhouette
included	semantic	w_83ff2605b95d13cd	How Do LLMs Acquire New Knowledge? A Knowledge Circuits Perspective on Continual Pre-Training	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M03	S06	0.13647	-0.207591
included	semantic	w_988674ea0e8c1cb7	How Does Controllability Emerge In Language Models During Pretraining?	2025	INCLUDE	TIER_2	1	2	SCALING,COMPRESSION	M03	S06	0.104157	0.099759
included	semantic	w_6d9aedbcf0365751	How Does Unfaithful Reasoning Emerge from Autoregressive Training? A Study of Synthetic Experiments	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M03	S06	0.039452	-0.005526
included	semantic	w_c0722915b2be1f88	How to Tame Grokking: Representation Geometry as a Control Signal	2026	INCLUDE	TIER_1	2	3	SCALING,COMPRESSION,CRITICALITY	M05	S10	0.160356	0.144426
included	semantic	w_e93a08062ac7d030	How Transformers Learn Causal Structure with Gradient Descent	2024	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M04	S09	0.304494	0.237263
included	semantic	w_3addefc2ae588ee1	How Transformers Learn to Plan via Multi-Token Prediction	2026	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M04	S09	0.189916	0.168606
included	semantic	w_6fc4c4ab9c9916f7	Hysteresis, neural avalanches, and critical behavior near a first-order transition of a spiking neural network	2018	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M01	S01	0.224011	0.348408
included	semantic	w_86f10686a7226020	ILDR: Geometric Early Detection of Grokking	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M05	S10	0.237806	0.111126
included	semantic	w_c053dda032e0c8cc	Is Random Attention Sufficient for Sequence Modeling? Disentangling Trainable Components in the Transformer	2025	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M04	S09	0.14525	0.12422
included	semantic	w_01e15d37549ba1fc	Latent Algorithmic Structure Precedes Grokking: A Mechanistic Study of ReLU MLPs on Modular Arithmetic	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M05	S11	0.205975	0.207357
included	semantic	w_1414f43f732405e6	Learning through atypical phase transitions in overparameterized neural networks	2022	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M06	S14	0.11475	0.23891
included	semantic	w_9f65ba32c1a08d74	Low-Dimensional and Transversely Curved Optimization Dynamics in Grokking	2026	INCLUDE	TIER_2	4	2	SCALING,CRITICALITY	M05	S10	0.199142	0.14538
included	semantic	w_5cfae990f2e4ea0e	Multiple-Timescale Neural Networks: Generation of History-Dependent Sequences and Inference Through Autonomous Bifurcations	2021	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M01	S02	0.132521	0.037574
included	semantic	w_c31a237682405c3b	Noise-Driven Escape from Metastable Phases explains Grokking in Deep Neural Networks	2026	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M06	S14	-0.024373	0.065761
included	semantic	w_0308d55890a5b9c6	On the Emergence of Induction Heads for In-Context Learning	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M03	S07	0.183905	0.369534
included	semantic	w_25ba5099b834e43a	On the Mechanism and Dynamics of Modular Addition: Fourier Features, Lottery Ticket, and Grokking	2026	INCLUDE	TIER_1	1	3	SCALING,COMPRESSION,NOVEL_BASIS	M05	S11	0.068629	0.34315
included	semantic	w_6ffbda57ab6a27ae	Optimal reinforcement learning near the edge of a synchronization transition	2022	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M01	S01	0.139026	0.247417
included	semantic	w_dff3d1da5e63f8e0	Phase Transitions in Attention: A Bayesian Theory of Copy Head Emergence	2026	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M06	S12	-0.003445	0.068213
included	semantic	w_e290bc51cfc6cc89	Phase transitions reveal hierarchical structure in deep neural networks	2025	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M06	S14	0.095944	0.262105
included	semantic	w_b19041cd869bacfa	Post-Grokking Collapse at the Representation-Readout Interface in Muon-Trained Transformers	2026	INCLUDE	TIER_2	2	2	SCALING,COMPRESSION	M05	S10	0.166049	-0.157807
included	semantic	w_85b812c5c78e647c	Predicting the Emergence of Induction Heads in Language Model Pretraining	2025	INCLUDE	TIER_2	1	2	SCALING,CRITICALITY	M03	S06	0.208715	-0.084927
included	semantic	w_d27b97e00fa37f8b	Prediction horizon shapes representations in predictive learning	2025	INCLUDE	TIER_2	4	3	SCALING,COMPRESSION,NOVEL_BASIS	M02	S05	0.177385	0.274299
included	semantic	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	2021	INCLUDE	TIER_1	2	3	SCALING,COMPRESSION,NOVEL_BASIS	M02	S05	0.282924	0.24423
included	semantic	w_cf357442f5aa7893	Predictive pursuit emerges in high-dimensional recurrent neural networks	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M02	S04	0.252424	0.117579
included	semantic	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation	2024	INCLUDE	TIER_2	1	3	SCALING,COMPRESSION,NOVEL_BASIS	M02	S04	0.279204	0.318231
included	semantic	w_f3172e652cebe4b6	Progress Measures for Grokking via Mechanistic Interpretability	2023	INCLUDE	TIER_1	5	4	SCALING,CRITICALITY,COMPRESSION,NOVEL_BASIS	M05	S11	0.344115	0.244507
included	semantic	w_248da8719a3b92f1	Quantum-data-driven dynamical transition in quantum learning	2024	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M06	S15	0.02173	0.331001
included	semantic	w_34505df745b929e9	Random noise promotes slow heterogeneous synaptic dynamics important for robust working memory computation	2025	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M01	S02	0.124758	0.003278
included	semantic	w_71088ab66e735f6d	Recurrent Neural Networks Learn to Store and Generate Sequences using Non-Linear Representations	2024	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M01	S03	-0.052442	-0.004098
included	semantic	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †	2023	INCLUDE	TIER_2	2	3	SCALING,COMPRESSION,CRITICALITY	M06	S13	0.002504	0.126009
included	semantic	w_de78b34865a33cc1	Sequential predictive learning is a unifying theory for hippocampal representation and replay	2024	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M02	S04	0.377173	0.250191
included	semantic	w_38e23f5995c71d9b	Spatial reasoning via recurrent neural dynamics in mouse retrosplenial cortex	2025	INCLUDE	TIER_2	2	3	SCALING,COMPRESSION,NOVEL_BASIS	M02	S04	0.262086	0.289235
included	semantic	w_b1a722c7add3a18c	Specialization of softmax attention heads: insights from the high-dimensional single-location model	2026	INCLUDE	TIER_2	1	2	SCALING,CRITICALITY	M06	S12	0.023302	0.108702
included	semantic	w_a124ea491b1e38a3	Spectral Entropy Collapse as a Phase Transition in Delayed Generalisation: An Interventional and Predictive Framework for Grokkin	2026	INCLUDE	TIER_2	4	2	SCALING,COMPRESSION	M05	S10	0.141114	-0.017991
included	semantic	w_8c5442dfb760aae0	Spectral phase transitions and trainability in neural network learning dynamics	2026	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M06	S14	0.000149	0.047718
included	semantic	w_4ec0813caf380920	Structure-Specific Representational Priors Causally Control the Grokking Delay	2026	INCLUDE	TIER_2	2	2	SCALING,COMPRESSION	M05	S10	0.099324	0.020853
included	semantic	w_5c54f66764cf4f97	Temporal hierarchy in spiking neural networks	2024	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M01	S01	0.136054	0.220253
included	semantic	w_f05eeedb3d84fbb7	The Geometry of Multi-Task Grokking: Transverse Instability, Superposition, and Weight Decay Phase Structure	2026	INCLUDE	TIER_2	4	2	SCALING,CRITICALITY	M05	S10	0.22355	0.182444
included	semantic	w_e0964d9cc077c1f7	The Kinetics of Training: A Driven-Nucleation Rate Law for Emergence, Plasticity Loss, and Circuit Control in Language Models	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M03	S06	0.13265	-0.158007
included	semantic	w_4ae2e575bb61224a	The mechanistic basis of data dependence and abrupt learning in an in-context classification task	2023	INCLUDE	TIER_2	4	2	SCALING,CRITICALITY	M03	S07	0.17214	0.417387
included	semantic	w_97808c92883566a2	Thinking Sparks!: Emergent Attention Heads in Reasoning Models During Post Training	2025	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M03	S06	0.203733	-0.019889
included	semantic	w_5fc248e95ef96553	Towards Empirical Interpretation of Internal Circuits and Properties in Grokked Transformers on Modular Polynomials	2024	INCLUDE	TIER_2	1	2	SCALING,COMPRESSION	M05	S11	0.2425	0.320503
included	semantic	w_29ea95f17f21c7ac	Transformers for dynamical systems learn transfer operators in-context	2026	INCLUDE	TIER_2	4	2	NOVEL_BASIS,GENERALISATION	M04	S09	0.229496	0.147156
included	semantic	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task	2022	INCLUDE	TIER_2	1	3	SCALING,NOVEL_BASIS,GENERALISATION	M03	S06	-0.040188	0.018859
included	semantic	w_f5f5600670f31041	Weight Decay Regimes in Grokking Transformers: Cheap Online Diagnostics	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M05	S10	0.098391	0.027172
included	semantic	w_7afa59979906b85f	What Needs to Go Right for an Induction Head? A Mechanistic Study of In-Context Learning Circuits and Their Formation	2024	INCLUDE	TIER_2	4	2	SCALING,CRITICALITY	M03	S07	0.168782	0.404143
included	semantic	w_33b529766cc60dd2	What One Cannot, Two Can: Two-Layer Transformers Provably Represent Induction Heads on Any-Order Markov Chains	2025	INCLUDE	TIER_2	3	2	COMPRESSION,SCALING	M04	S09	0.18047	0.112491
included	semantic	w_5362be8fefcfa6c2	When and Where: A Model Hippocampal Network Unifies Formation of Time Cells and Place Cells	2026	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M02	S04	0.185135	0.276166
included	semantic	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	2025	INCLUDE	TIER_2	5	2	SCALING,COMPRESSION	M03	S08	0.146845	0.011934
included	semantic	w_9f42a69c53e47f06	Why the Brain Consolidates: Predictive Forgetting for Optimal Generalisation	2026	INCLUDE	TIER_2	2	2	SCALING,COMPRESSION	M06	S13	-0.093811	0.014052
audited	tfidf	w_7ced2a0538a6bf26	A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning	2026	EXCLUDE	TIER_3	3	0		M06	S13	0.038885	0.074088
audited	tfidf	w_094c3309bf13cd4c	A Critical Period for Compositional Visual Grounding? Controlled Block Order and Causal Attention Interventions in a Small Vision–Language Transformer	2026	EXCLUDE	TIER_3	3	0		M10	S20	-0.005622	0.025706
audited	tfidf	w_c05624cc0be4c2cb	A jamming transition from under- to over-parametrization affects generalization in deep learning	2018	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M02	S04	-0.010023	0.013697
audited	tfidf	w_f94f564014be4c25	A Mechanistic Analysis of Transformers for Dynamical Systems	2025	INCLUDE	TIER_2	0	2	SCALING,COMPRESSION	M04	S08	0.02915	0.029305
audited	tfidf	w_3f7299052e18118d	A Neural Network Model of Free Recall Learns Multiple Memory Strategies	2026	INCLUDE	TIER_2	3	2	COMPRESSION,NOVEL_BASIS	M10	S20	-0.031257	-0.027345
audited	tfidf	w_07d5eb02f4e65497	A phase transition between positional and semantic learning in a solvable model of dot-product attention	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M02	S04	-0.046809	-0.014808
audited	tfidf	w_a5e46f75ed09651c	A Rationale from a Frequency Perspective for Grokking in Training Neural Networks	2026	EXCLUDE		1	0		M01	S03	0.023637	0.016466
audited	tfidf	w_ee7cdd8c7d281656	A simple model of co-emergence of grid and place fields	2026	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M04	S07	0.031514	0.075402
audited	tfidf	w_c8aa82534e05dc80	Acceleration of Grokking in Learning Arithmetic Operations Via Kolmogorov-Arnold Representation	2024	EXCLUDE	TIER_3	1	0		M10	S21	-0.013254	0.000431
audited	tfidf	w_8e2c23b49bc4d436	Actionable Activation Directions for Detecting and Mitigating Emergent Misalignment Across Language Model Families	2026	EXCLUDE	TIER_3	1	1	COMPRESSION	M07	S15	0.088013	0.074258
audited	tfidf	w_9b4cd178ad4adfab	Adaptive time scales in recurrent neural networks	2019	EXCLUDE	TIER_3	1	1	SCALING	M05	S10	0.034656	0.036513
audited	tfidf	w_66f94b2437b7dc7a	Algebraic Representability as the Limiting Regime of Grokking: An Exactly Solvable Model with Holomorphic Activations	2026	EXCLUDE	TIER_3	2	0		M01	S03	0.033072	0.007692
audited	tfidf	w_16cd2ac0aa2264b5	Algorithmic Phase Transitions in Language Models: A Mechanistic Case Study of Arithmetic	2024	EXCLUDE	TIER_3	2	0		M10	S22	-0.001315	-0.020365
audited	tfidf	w_69468026d902ba92	An Emergent Mirage: Is Emergent Misalignment and Realignment Indeed a Robust Phenomenon?	2026	EXCLUDE	TIER_3	2	0		M07	S15	0.181071	0.17468
audited	tfidf	w_ed2497928c30d699	Anchored Intrinsic Coordinates for Grokking: Curvature, Predictive Reducibility, and Boundary Cases	2026	EXCLUDE		4	0		M09	S18	-0.015251	-0.024427
audited	tfidf	w_310671f6b2320a54	Are Your Reasoning Models Reasoning or Guessing? A Mechanistic Analysis of Hierarchical Reasoning Models	2026	EXCLUDE	TIER_3	2	0		M10	S22	-0.033258	-0.020174
audited	tfidf	w_8686cbb9af9f8fa5	Arithmetic Pedagogy for Language Models	2026	EXCLUDE	TIER_3	1	1	SCALING	M10	S21	-0.004145	-0.007433
audited	tfidf	w_8bf24f4dbe9ac287	Arithmetic with language models: From memorization to computation	2024	EXCLUDE	TIER_3	1	0		M10	S21	-0.002086	0.008748
audited	tfidf	w_92e78fbf258ed40a	Assign and Add: A Mechanistic Study of Compositional Arithmetic	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M10	S20	-0.024464	0.012276
audited	tfidf	w_7642d8c74152ab9f	Attention-Head Binding as a Term-Conditioned Mechanistic Marker of Accessibility Concept Emergence in Language Models	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M10	S20	-0.006196	-0.005397
audited	tfidf	w_4d72f64019a5d816	Attention to Order: Transformers Discover Phase Transitions via Learnability	2025	EXCLUDE	TIER_3	3	0		M10	S22	-0.01331	-0.005985
audited	tfidf	w_3d415e237f7c4f65	Autocorrelations from emergent bistability in homeostatic spiking neural networks on neuromorphic hardware	2022	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M03	S06	0.213758	0.200085
audited	tfidf	w_3144bdd83cd17ac0	Automated construction of cognitive maps with visual predictive coding	2024	INCLUDE	TIER_2	1	2	COMPRESSION,NOVEL_BASIS	M04	S07	0.058845	0.052964
audited	tfidf	w_0ff86e6a31e1d145	Balancing Stability and Flow in Hippocampal Networks via Inductive Bias and Learned Symmetry Breaking	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M04	S07	-0.015472	0.026167
audited	tfidf	w_15e8cda2ffdcc159	Benign Overfitting and Grokking in ReLU Networks for XOR Cluster Data	2023	EXCLUDE	TIER_3	1	0		M01	S03	0.018566	0.013664
audited	tfidf	w_47f0ccb3e2ec3eac	Beyond Induction Heads: In-Context Meta Learning Induces Multi-Phase Circuit Emergence	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M06	S14	0.042867	0.046063
audited	tfidf	w_63db75cd5e03c2b8	Bridging Lottery Ticket and Grokking: Understanding Grokking from Inner Structure of Networks	2023	INCLUDE	TIER_1	2	3	SCALING,CRITICALITY,NOVEL_BASIS	M01	S03	0.020821	-0.000651
audited	tfidf	w_2715496262944022	Character as a Latent Variable in Large Language Models: A Mechanistic Account of Emergent Misalignment and Conditional Safety Failures	2026	EXCLUDE	TIER_3	2	0		M07	S15	0.131143	0.103561
audited	tfidf	w_d8d988a779b74559	Characterization of the Neuronal and Network Dynamics of Liquid State Machines	2023	EXCLUDE		1	0		M10	S22	-0.00409	-0.013684
audited	tfidf	w_8d4fdc1ea9b8170d	CheckersGPT: Learning World Models through Language Modeling	2024	EXCLUDE	TIER_3	2	0		M10	S21	-0.035484	-0.037325
audited	tfidf	w_584c8d983c92b47f	Circuit Synchronization Precedes Generalization: A Causal Precursor to Grokking	2026	INCLUDE	TIER_2	3	2	SCALING,NOVEL_BASIS	M01	S03	0.015295	-0.006178
audited	tfidf	w_c569341f9f7b5f6f	Complexity of Linear Regions in Self-supervised Deep ReLU Networks	2026	EXCLUDE	TIER_3	1	0		M02	S05	0.00572	0.016943
audited	tfidf	w_83b81c26c357f6b1	Compositional Generalization from Learned Skills via CoT Training: A Theoretical and Structural Analysis for Reasoning	2025	EXCLUDE	TIER_3	2	1	SCALING	M10	S20	-0.027696	-0.005225
audited	tfidf	w_2f8927f68568913d	Computational mechanisms for temporal integration in the anterior claustrum	2026	EXCLUDE	TIER_3	2	1	NOVEL_BASIS	M05	S10	0.037931	0.029261
audited	tfidf	w_1729badd7318419a	Context and Diversity Matter: The Emergence of In-Context Learning in World Models	2025	EXCLUDE	TIER_3	1	1	SCALING	M06	S14	0.019011	0.015546
audited	tfidf	w_679c49d202c94f8e	Control of criticality and computation in spiking neuromorphic networks with plasticity	2019	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M03	S06	0.215254	0.212605
audited	tfidf	w_c05e2ba02fa11716	Controlling Grokking with Nonlinearity and Data Symmetry	2024	EXCLUDE	TIER_3	1	0		M01	S03	0.028451	0.007737
audited	tfidf	w_0f9196b38bcf5602	Cortical Circuits from Scratch: A Metaplastic Architecture for the Emergence of Lognormal Firing Rates and Realistic Topology	2017	EXCLUDE	TIER_3	0	1	NOVEL_BASIS	M05	S11	0.023167	0.028152
audited	tfidf	w_042e2240de24720b	Counterfactual reasoning: an analysis of in-context emergence	2025	EXCLUDE	TIER_3	1	1	NOVEL_BASIS	M06	S13	0.01969	0.011153
audited	tfidf	w_3a9d20d4ea381a66	Critical dynamics in associative memory networks	2013	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M03	S06	0.17568	0.160353
audited	tfidf	w_d18730b289f06c03	Critical dynamics in homeostatic memory networks	2011	INCLUDE	TIER_2	4	2	SCALING,CRITICALITY	M03	S06	0.165021	0.144532
audited	tfidf	w_e44f0fcfe85badcc	Critical Windows of Complexity Control: When Transformers Decide to Reason or Memorize	2026	EXCLUDE	TIER_3	3	1	SCALING	M10	S20	-0.016119	-0.011494
audited	tfidf	w_ba81662b1200a880	Criticality meets learning: Criticality signatures in a self-organizing recurrent neural network	2017	EXCLUDE	TIER_3	2	1	SCALING	M05	S11	-0.003939	-0.016886
audited	tfidf	w_a68b84330ed82b99	CrystaL: Spontaneous Emergence of Visual Latents in MLLMs	2026	EXCLUDE	TIER_3	2	0		M10	S19	0.007322	0.02526
audited	tfidf	w_ae520d3640f2a268	Data Attribution of Emergent Misalignment with Persona Features	2026	EXCLUDE	TIER_3	3	0		M07	S15	0.120043	0.083711
audited	tfidf	w_33d1c931feca94ec	Decentralized Collective World Model for Emergent Communication and Coordination	2025	EXCLUDE	TIER_3	3	0		M04	S08	-0.004983	-0.008171
audited	tfidf	w_4dde14dbe58ab00c	Decoupling Dynamical Richness from Representation Learning: Towards Practical Measurement	2024	EXCLUDE	TIER_3	1	0		M10	S25	-0.010753	-0.011027
audited	tfidf	w_00352f2c07e55403	Deep Grokking: Would Deep Neural Networks Generalize Better?	2024	EXCLUDE	TIER_3	2	0		M01	S03	0.035609	-0.030598
audited	tfidf	w_811a8cd021958e82	Deep Networks Always Grok and Here is Why	2024	INCLUDE	TIER_2	2	3	SCALING,CRITICALITY,NOVEL_BASIS	M02	S05	0.0091	-0.006649
audited	tfidf	w_3be7feda647d0399	Deficits in Prediction Ability Trigger Asymmetries in Behavior and Internal Representation	2020	EXCLUDE	TIER_3	1	0		M04	S08	0.026581	-0.013916
audited	tfidf	w_b0c3a03ae75a81b6	Different timescales of neural activities introduce different representations of task-relevant information	2024	EXCLUDE	TIER_3	1	0		M05	S10	0.016695	-0.003417
audited	tfidf	w_a6027fec6ac3ab9a	Differential learning kinetics govern the transition from memorization to generalization during in-context learning	2024	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M06	S14	-0.006504	0.047703
audited	tfidf	w_c07a59665ec95bc8	Discovery of a Hematopoietic Manifold in scGPT Yields a Method for Extracting Performant Algorithms from Biological Foundation Model Internals	2026	EXCLUDE	TIER_3	4	1	COMPRESSION	M10	S22	-0.020301	-0.031981
audited	tfidf	w_8af770f5f86d5ac0	Distinct mechanisms underlying in-context learning in transformers	2026	INCLUDE	TIER_1	3	3	SCALING,CRITICALITY,NOVEL_BASIS	M06	S14	0.044243	0.056501
audited	tfidf	w_fc836b91e5d6562b	Early-Warning Signals of Grokking via Loss-Landscape Geometry	2026	EXCLUDE	TIER_3	5	0		M01	S01	0.033935	0.065458
audited	tfidf	w_848983c423304f71	Emergence and Effectiveness of Task Vectors in In-Context Learning: An Encoder Decoder Perspective	2024	INCLUDE	TIER_2	1	2	SCALING,COMPRESSION	M06	S13	0.049693	-0.063091
audited	tfidf	w_3e38a37eef49442d	Emergence and Evolution of Interpretable Concepts in Diffusion Models	2025	EXCLUDE	TIER_3	2	0		M09	S17	0.036891	0.132134
audited	tfidf	w_a68de8b27948098c	Emergence and Function of Abstract Representations in Self-Supervised Transformers	2023	INCLUDE	TIER_2	3	2	COMPRESSION,NOVEL_BASIS	M10	S21	-0.023227	-0.036665
audited	tfidf	w_982bda5c1d37d537	Emergence and Localisation of Semantic Role Circuits in LLMs	2025	EXCLUDE	TIER_3	4	1	SCALING	M10	S19	-0.003045	0.026911
audited	tfidf	w_13098e9f9412a76e	Emergence and reconfiguration of modular structure for artificial neural networks during continual familiarity detection	2024	EXCLUDE		0	0		M05	S11	0.023164	-0.043732
audited	tfidf	w_44f0475d18d1ae59	Emergence of Abstract State Representations in Embodied Sequence Modeling	2023	EXCLUDE	TIER_3	2	0		M09	S18	0.016303	0.011333
audited	tfidf	w_78fdd214482004dc	Emergence of Complex Computational Structures From Chaotic Neural Networks Through Reward-Modulated Hebbian Learning	2012	EXCLUDE		1	0		M05	S11	-0.008174	0.022128
audited	tfidf	w_bc4f45853b89dbdc	Emergence of Computational Structure in a Neural Network Physics Simulator	2025	EXCLUDE	TIER_3	3	1	SCALING	M10	S20	0.005443	0.004772
audited	tfidf	w_8d615b510d4fdfec	Emergence Of Emotion Selectivity in A Deep Neural Network Trained to Recognize Visual Objects	2023	EXCLUDE	TIER_3	1	1	NOVEL_BASIS	M10	S25	-0.008876	0.009866
audited	tfidf	w_a87063a6344e999f	Emergence of Episodic Memory in Transformers: Characterizing Changes in Temporal Structure of Attention Scores During Training	2025	EXCLUDE	TIER_3	1	0		M10	S20	-0.008873	0.00553
audited	tfidf	w_a6ec62ef7863cd72	Emergence of Foveal Image Sampling from Learning to Attend in Visual Scenes	2017	INCLUDE	TIER_2	3	2	COMPRESSION,NOVEL_BASIS	M10	S21	-0.014418	-0.041773
audited	tfidf	w_fa8cd24377d5c54b	Emergence of Frontier Superposition: Möbius attractor and Cascade Supervision	2026	EXCLUDE	TIER_3	2	1	COMPRESSION	M10	S22	-0.00483	-0.003762
audited	tfidf	w_ab07437d78318352	Emergence of functional and structural properties of the head direction system by optimization of recurrent neural networks	2019	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M05	S10	-0.006266	0.000747
audited	tfidf	w_b16a0b414fee96f6	Emergence of Functional Hierarchy in a Multiple Timescale Neural Network Model: A Humanoid Robot Experiment	2008	EXCLUDE	TIER_3	0	1	NOVEL_BASIS	M05	S11	0.026132	-0.001903
audited	tfidf	w_f1324a7120d5d1bd	Emergence of grid-like representations by training recurrent neural networks to perform spatial localization	2018	EXCLUDE	TIER_3	1	0		M05	S10	0.037312	0.052886
audited	tfidf	w_4fb0e43097e56826	Emergence of Hierarchical Emotion Organization in Large Language Models	2025	EXCLUDE	TIER_3	2	0		M10	S25	-0.004433	-0.043692
audited	tfidf	w_aaa017a83700f80c	Emergence of Invariance and Disentanglement in Deep Representations	2017	INCLUDE	TIER_2	4	2	COMPRESSION,CRITICALITY	M02	S04	0.006484	-0.012582
audited	tfidf	w_ef661d9c28381b11	Emergence of Minimal Circuits for Indirect Object Identification in Attention-Only Transformers	2025	EXCLUDE	TIER_3	3	1	NOVEL_BASIS	M10	S19	-0.003567	0.018424
audited	tfidf	w_4ae4e61584b523a8	Emergence of Network Motifs in Deep Neural Networks	2020	EXCLUDE		1	0		M10	S25	-0.002879	0.007529
audited	tfidf	w_b2e7ff70b4aa448d	Emergence of prefrontal neuron maturation properties by training recurrent neural networks in cognitive tasks	2020	EXCLUDE	TIER_3	1	0		M05	S10	0.036529	0.052424
audited	tfidf	w_28a1f31e8ca599b0	Emergence of slow ramping prior to spontaneous decision states in a brain-constrained neural network model	2025	EXCLUDE		2	0		M10	S25	-0.015365	-0.003981
audited	tfidf	w_fb96317e98530db8	Emergence of Superposition: Unveiling the Training Dynamics of Chain of Continuous Thought	2025	EXCLUDE	TIER_3	1	1	SCALING	M10	S22	0.000263	0.008527
audited	tfidf	w_6b6ef9dd4b6a2923	Emergence of V1 connectivity pattern and Hebbian rule in a performance-optimized artificial neural network	2018	EXCLUDE	TIER_3	1	0		M05	S11	0.044905	0.025615
audited	tfidf	w_17af690426c77e5f	Emergent Analogical Reasoning in Transformers	2026	EXCLUDE	TIER_3	2	1	SCALING	M10	S22	-0.026914	-0.018602
audited	tfidf	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	2022	EXCLUDE	TIER_3	2	0		M05	S09	0.040112	0.638277
audited	tfidf	w_784ebe5b0f073f56	Emergent behaviour and neural dynamics in artificial agents tracking odour plumes	2023	EXCLUDE	TIER_3	1	0		M05	S09	0.03208	0.647623
audited	tfidf	w_7209270e01aef2a8	Emergent Capabilities Arise Randomly from Learning Sparse Attention Patterns	2026	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M10	S25	-0.015611	-0.009241
audited	tfidf	w_76ba52abd948ee75	Emergent Communication via Causal Temporal Graph Networks: A Novel Framework for Decentralized Multi-Robot Coordination Without Explicit Message Passing	2026	EXCLUDE	TIER_3	3	0		M04	S08	-0.005463	0.003695
audited	tfidf	w_65f428d0eb05342f	Emergent Depthwise Activation Structure in Transformer Language Models The Hau Curve and Its Early-Training Attractor Pattern	2026	EXCLUDE	TIER_3	2	0		M10	S19	-0.011179	-0.005918
audited	tfidf	w_dcf16633f7a33b13	Emergent Entrainment and Predictive Dynamics in Bio-Inspired Spiking Neural Networks	2026	EXCLUDE	TIER_3	1	0		M04	S08	-0.020949	-0.015485
audited	tfidf	w_4ea8cb6a3b5fed46	Emergent Generalization by Representation Learning in Artificial Neural Networks	2026	INCLUDE	TIER_2	4	2	SCALING,COMPRESSION	M04	S08	-0.005698	0.003338
audited	tfidf	w_f0e2a64299044bb4	Emergent Latent-State Computation under Stochastic Volatility	2026	EXCLUDE	TIER_3	1	1	SCALING	M10	S21	-0.036676	-0.037223
audited	tfidf	w_03d844719fb9df34	Emergent Lexical Synthesis Through Contextual Feedback Mechanisms in Large Language Models	2024	EXCLUDE	TIER_3	3	0		M10	S19	-0.001671	0.029152
audited	tfidf	w_66063956acd1233b	Emergent Linear Representations in World Models of Self-Supervised Sequence Models	2023	EXCLUDE	TIER_3	2	1	COMPRESSION	M09	S18	0.047374	0.047886
audited	tfidf	w_dd1317747d73d644	Emergent linguistic structure in artificial neural networks trained by self-supervision	2020	EXCLUDE		1	0		M05	S11	0.02794	-0.041315
